"","Subject","Condition","ListNum","Block","Recall","Direction","Jol"
"720",105,"A",80,1,0,"U",9
"721",73,"A",1,2,0,"F",0
"722",73,"A",2,2,1,"F",6
"723",73,"A",3,2,1,"F",2
"724",73,"A",4,2,1,"F",66
"725",73,"A",5,2,0,"F",99
"726",73,"A",6,2,0,"F",0
"727",73,"A",7,2,1,"F",2
"728",73,"A",8,2,1,"F",67
"729",73,"A",9,2,1,"F",0
"730",73,"A",10,2,1,"F",0
"731",73,"A",11,2,0,"F",90
"732",73,"A",12,2,1,"F",2
"733",73,"A",13,2,1,"F",88
"734",73,"A",14,2,1,"F",88
"735",73,"A",15,2,1,"F",1
"736",73,"A",16,2,0,"F",78
"737",73,"A",17,2,1,"F",0
"738",73,"A",18,2,1,"F",77
"739",73,"A",19,2,0,"F",0
"740",73,"A",20,2,1,"F",2
"741",73,"A",21,2,0,"B",0
"742",73,"A",22,2,0,"B",87
"743",73,"A",23,2,0,"B",4
"744",73,"A",24,2,0,"B",87
"745",73,"A",25,2,0,"B",1
"746",73,"A",26,2,1,"B",2
"747",73,"A",27,2,1,"B",66
"748",73,"A",28,2,0,"B",1
"749",73,"A",29,2,1,"B",2
"750",73,"A",30,2,1,"B",89
"751",73,"A",31,2,0,"B",1
"752",73,"A",32,2,1,"B",77
"753",73,"A",33,2,0,"B",90
"754",73,"A",34,2,1,"B",100
"755",73,"A",35,2,0,"B",34
"756",73,"A",36,2,1,"B",87
"757",73,"A",37,2,1,"B",2
"758",73,"A",38,2,1,"B",0
"759",73,"A",39,2,0,"B",56
"760",73,"A",40,2,0,"B",1
"761",73,"A",41,2,1,"S",0
"762",73,"A",42,2,1,"S",90
"763",73,"A",43,2,1,"S",76
"764",73,"A",44,2,0,"S",0
"765",73,"A",45,2,0,"S",0
"766",73,"A",46,2,0,"S",0
"767",73,"A",47,2,1,"S",78
"768",73,"A",48,2,0,"S",1
"769",73,"A",49,2,0,"S",88
"770",73,"A",50,2,1,"S",2
"771",73,"A",51,2,0,"S",2
"772",73,"A",52,2,0,"S",2
"773",73,"A",53,2,0,"S",99
"774",73,"A",54,2,1,"S",0
"775",73,"A",55,2,0,"S",2
"776",73,"A",56,2,0,"S",3
"777",73,"A",57,2,1,"S",2
"778",73,"A",58,2,1,"S",0
"779",73,"A",59,2,1,"S",2
"780",73,"A",60,2,0,"S",2
"781",73,"A",61,2,0,"U",1
"782",73,"A",62,2,0,"U",0
"783",73,"A",63,2,0,"U",1
"784",73,"A",64,2,1,"U",0
"785",73,"A",65,2,0,"U",3
"786",73,"A",66,2,0,"U",2
"787",73,"A",67,2,0,"U",0
"788",73,"A",68,2,0,"U",0
"789",73,"A",69,2,0,"U",2
"790",73,"A",70,2,0,"U",0
"791",73,"A",71,2,0,"U",0
"792",73,"A",72,2,0,"U",0
"793",73,"A",73,2,1,"U",12
"794",73,"A",74,2,0,"U",0
"795",73,"A",75,2,0,"U",0
"796",73,"A",76,2,0,"U",2
"797",73,"A",77,2,0,"U",2
"798",73,"A",78,2,0,"U",3
"799",73,"A",79,2,0,"U",85
"800",73,"A",80,2,0,"U",0
"801",77,"A",1,2,1,"F",100
"802",77,"A",2,2,1,"F",100
"803",77,"A",3,2,1,"F",1
"804",77,"A",4,2,1,"F",100
"805",77,"A",5,2,1,"F",98
"806",77,"A",6,2,1,"F",77
"807",77,"A",7,2,0,"F",100
"808",77,"A",8,2,0,"F",100
"809",77,"A",9,2,1,"F",99
"810",77,"A",10,2,1,"F",100
"811",77,"A",11,2,1,"F",88
"812",77,"A",12,2,1,"F",53
"813",77,"A",13,2,1,"F",100
"814",77,"A",14,2,1,"F",44
"815",77,"A",15,2,1,"F",88
"816",77,"A",16,2,0,"F",100
"817",77,"A",17,2,1,"F",1
"818",77,"A",18,2,0,"F",99
"819",77,"A",19,2,1,"F",88
"820",77,"A",20,2,1,"F",12
"821",77,"A",21,2,1,"B",75
"822",77,"A",22,2,0,"B",100
"823",77,"A",23,2,0,"B",100
"824",77,"A",24,2,0,"B",100
"825",77,"A",25,2,0,"B",54
"826",77,"A",26,2,0,"B",45
"827",77,"A",27,2,0,"B",56
"828",77,"A",28,2,0,"B",66
"829",77,"A",29,2,0,"B",54
"830",77,"A",30,2,0,"B",23
"831",77,"A",31,2,0,"B",55
"832",77,"A",32,2,1,"B",100
"833",77,"A",33,2,1,"B",100
"834",77,"A",34,2,0,"B",44
"835",77,"A",35,2,0,"B",88
"836",77,"A",36,2,0,"B",96
"837",77,"A",37,2,1,"B",66
"838",77,"A",38,2,1,"B",66
"839",77,"A",39,2,0,"B",87
"840",77,"A",40,2,0,"B",100
"841",77,"A",41,2,1,"S",85
"842",77,"A",42,2,0,"S",100
"843",77,"A",43,2,1,"S",100
"844",77,"A",44,2,0,"S",100
"845",77,"A",45,2,1,"S",88
"846",77,"A",46,2,0,"S",99
"847",77,"A",47,2,1,"S",100
"848",77,"A",48,2,1,"S",67
"849",77,"A",49,2,1,"S",100
"850",77,"A",50,2,1,"S",100
"851",77,"A",51,2,1,"S",100
"852",77,"A",52,2,1,"S",100
"853",77,"A",53,2,0,"S",87
"854",77,"A",54,2,0,"S",99
"855",77,"A",55,2,1,"S",99
"856",77,"A",56,2,1,"S",99
"857",77,"A",57,2,1,"S",100
"858",77,"A",58,2,0,"S",0
"859",77,"A",59,2,0,"S",0
"860",77,"A",60,2,0,"S",45
"861",77,"A",61,2,0,"U",14
"862",77,"A",62,2,0,"U",1
"863",77,"A",63,2,0,"U",12
"864",77,"A",64,2,0,"U",45
"865",77,"A",65,2,0,"U",23
"866",77,"A",66,2,0,"U",0
"867",77,"A",67,2,1,"U",56
"868",77,"A",68,2,0,"U",33
"869",77,"A",69,2,0,"U",12
"870",77,"A",70,2,0,"U",99
"871",77,"A",71,2,0,"U",2
"872",77,"A",72,2,0,"U",22
"873",77,"A",73,2,0,"U",65
"874",77,"A",74,2,0,"U",4
"875",77,"A",75,2,0,"U",3
"876",77,"A",76,2,0,"U",88
"877",77,"A",77,2,0,"U",35
"878",77,"A",78,2,1,"U",99
"879",77,"A",79,2,0,"U",0
"880",77,"A",80,2,0,"U",19
"881",81,"A",1,2,0,"F",66
"882",81,"A",2,2,1,"F",77
"883",81,"A",3,2,1,"F",100
"884",81,"A",4,2,1,"F",99
"885",81,"A",5,2,1,"F",99
"886",81,"A",6,2,0,"F",100
"887",81,"A",7,2,1,"F",0
"888",81,"A",8,2,1,"F",100
"889",81,"A",9,2,0,"F",99
"890",81,"A",10,2,1,"F",100
"891",81,"A",11,2,1,"F",100
"892",81,"A",12,2,0,"F",2
"893",81,"A",13,2,1,"F",99
"894",81,"A",14,2,1,"F",87
"895",81,"A",15,2,1,"F",67
"896",81,"A",16,2,1,"F",100
"897",81,"A",17,2,1,"F",19
"898",81,"A",18,2,1,"F",100
"899",81,"A",19,2,0,"F",0
"900",81,"A",20,2,1,"F",100
"901",81,"A",21,2,1,"B",77
"902",81,"A",22,2,0,"B",100
"903",81,"A",23,2,0,"B",5
"904",81,"A",24,2,1,"B",44
"905",81,"A",25,2,1,"B",100
"906",81,"A",26,2,1,"B",100
"907",81,"A",27,2,0,"B",100
"908",81,"A",28,2,0,"B",100
"909",81,"A",29,2,1,"B",98
"910",81,"A",30,2,1,"B",100
"911",81,"A",31,2,0,"B",2
"912",81,"A",32,2,0,"B",4
"913",81,"A",33,2,1,"B",100
"914",81,"A",34,2,1,"B",32
"915",81,"A",35,2,0,"B",82
"916",81,"A",36,2,1,"B",100
"917",81,"A",37,2,0,"B",99
"918",81,"A",38,2,0,"B",99
"919",81,"A",39,2,1,"B",100
"920",81,"A",40,2,1,"B",77
"921",81,"A",41,2,1,"S",10
"922",81,"A",42,2,0,"S",99
"923",81,"A",43,2,1,"S",10
"924",81,"A",44,2,1,"S",100
"925",81,"A",45,2,1,"S",19
"926",81,"A",46,2,1,"S",100
"927",81,"A",47,2,1,"S",100
"928",81,"A",48,2,1,"S",12
"929",81,"A",49,2,1,"S",100
"930",81,"A",50,2,1,"S",100
"931",81,"A",51,2,1,"S",34
"932",81,"A",52,2,1,"S",22
"933",81,"A",53,2,1,"S",100
"934",81,"A",54,2,0,"S",99
"935",81,"A",55,2,1,"S",99
"936",81,"A",56,2,1,"S",0
"937",81,"A",57,2,0,"S",100
"938",81,"A",58,2,1,"S",3
"939",81,"A",59,2,1,"S",4
"940",81,"A",60,2,0,"S",3
"941",81,"A",61,2,0,"U",1
"942",81,"A",62,2,1,"U",1
"943",81,"A",63,2,0,"U",1
"944",81,"A",64,2,0,"U",1
"945",81,"A",65,2,0,"U",8
"946",81,"A",66,2,0,"U",12
"947",81,"A",67,2,0,"U",7
"948",81,"A",68,2,0,"U",10
"949",81,"A",69,2,0,"U",99
"950",81,"A",70,2,0,"U",0
"951",81,"A",71,2,0,"U",0
"952",81,"A",72,2,0,"U",19
"953",81,"A",73,2,0,"U",99
"954",81,"A",74,2,0,"U",2
"955",81,"A",75,2,0,"U",23
"956",81,"A",76,2,0,"U",2
"957",81,"A",77,2,1,"U",0
"958",81,"A",78,2,1,"U",100
"959",81,"A",79,2,1,"U",90
"960",81,"A",80,2,0,"U",100
"961",85,"A",1,2,1,"F",20
"962",85,"A",2,2,1,"F",95
"963",85,"A",3,2,1,"F",63
"964",85,"A",4,2,1,"F",73
"965",85,"A",5,2,1,"F",95
"966",85,"A",6,2,1,"F",42
"967",85,"A",7,2,1,"F",68
"968",85,"A",8,2,1,"F",80
"969",85,"A",9,2,1,"F",73
"970",85,"A",10,2,1,"F",96
"971",85,"A",11,2,1,"F",23
"972",85,"A",12,2,1,"F",83
"973",85,"A",13,2,1,"F",92
"974",85,"A",14,2,1,"F",70
"975",85,"A",15,2,1,"F",88
"976",85,"A",16,2,1,"F",86
"977",85,"A",17,2,1,"F",38
"978",85,"A",18,2,1,"F",72
"979",85,"A",19,2,1,"F",87
"980",85,"A",20,2,1,"F",64
"981",85,"A",21,2,1,"B",90
"982",85,"A",22,2,0,"B",53
"983",85,"A",23,2,1,"B",58
"984",85,"A",24,2,1,"B",95
"985",85,"A",25,2,1,"B",36
"986",85,"A",26,2,0,"B",94
"987",85,"A",27,2,0,"B",78
"988",85,"A",28,2,1,"B",73
"989",85,"A",29,2,1,"B",75
"990",85,"A",30,2,0,"B",87
"991",85,"A",31,2,1,"B",84
"992",85,"A",32,2,1,"B",58
"993",85,"A",33,2,1,"B",63
"994",85,"A",34,2,1,"B",73
"995",85,"A",35,2,0,"B",62
"996",85,"A",36,2,1,"B",82
"997",85,"A",37,2,0,"B",67
"998",85,"A",38,2,1,"B",92
"999",85,"A",39,2,1,"B",83
"1000",85,"A",40,2,0,"B",87
"1001",85,"A",41,2,1,"S",85
"1002",85,"A",42,2,1,"S",92
"1003",85,"A",43,2,0,"S",82
"1004",85,"A",44,2,1,"S",92
"1005",85,"A",45,2,1,"S",86
"1006",85,"A",46,2,1,"S",85
"1007",85,"A",47,2,1,"S",93
"1008",85,"A",48,2,1,"S",75
"1009",85,"A",49,2,1,"S",90
"1010",85,"A",50,2,1,"S",86
"1011",85,"A",51,2,1,"S",90
"1012",85,"A",52,2,1,"S",89
"1013",85,"A",53,2,1,"S",95
"1014",85,"A",54,2,0,"S",96
"1015",85,"A",55,2,1,"S",93
"1016",85,"A",56,2,1,"S",86
"1017",85,"A",57,2,1,"S",86
"1018",85,"A",58,2,1,"S",3
"1019",85,"A",59,2,1,"S",13
"1020",85,"A",60,2,0,"S",14
"1021",85,"A",61,2,0,"U",10
"1022",85,"A",62,2,0,"U",6
"1023",85,"A",63,2,0,"U",3
"1024",85,"A",64,2,0,"U",3
"1025",85,"A",65,2,0,"U",5
"1026",85,"A",66,2,0,"U",4
"1027",85,"A",67,2,1,"U",5
"1028",85,"A",68,2,0,"U",12
"1029",85,"A",69,2,0,"U",14
"1030",85,"A",70,2,0,"U",7
"1031",85,"A",71,2,0,"U",10
"1032",85,"A",72,2,0,"U",8
"1033",85,"A",73,2,0,"U",8
"1034",85,"A",74,2,0,"U",2
"1035",85,"A",75,2,1,"U",3
"1036",85,"A",76,2,0,"U",5
"1037",85,"A",77,2,0,"U",24
"1038",85,"A",78,2,1,"U",67
"1039",85,"A",79,2,0,"U",5
"1040",85,"A",80,2,0,"U",86
"1041",89,"A",1,2,0,"F",28
"1042",89,"A",2,2,1,"F",83
"1043",89,"A",3,2,0,"F",80
"1044",89,"A",4,2,1,"F",79
"1045",89,"A",5,2,0,"F",86
"1046",89,"A",6,2,0,"F",92
"1047",89,"A",7,2,0,"F",83
"1048",89,"A",8,2,0,"F",85
"1049",89,"A",9,2,1,"F",38
"1050",89,"A",10,2,0,"F",48
"1051",89,"A",11,2,1,"F",88
"1052",89,"A",12,2,1,"F",61
"1053",89,"A",13,2,1,"F",83
"1054",89,"A",14,2,1,"F",63
"1055",89,"A",15,2,0,"F",77
"1056",89,"A",16,2,0,"F",81
"1057",89,"A",17,2,0,"F",85
"1058",89,"A",18,2,0,"F",31
"1059",89,"A",19,2,0,"F",72
"1060",89,"A",20,2,1,"F",74
"1061",89,"A",21,2,0,"B",57
"1062",89,"A",22,2,1,"B",87
"1063",89,"A",23,2,0,"B",89
"1064",89,"A",24,2,0,"B",77
"1065",89,"A",25,2,0,"B",48
"1066",89,"A",26,2,0,"B",88
"1067",89,"A",27,2,0,"B",91
"1068",89,"A",28,2,0,"B",95
"1069",89,"A",29,2,1,"B",55
"1070",89,"A",30,2,0,"B",95
"1071",89,"A",31,2,0,"B",91
"1072",89,"A",32,2,0,"B",93
"1073",89,"A",33,2,1,"B",88
"1074",89,"A",34,2,0,"B",92
"1075",89,"A",35,2,0,"B",87
"1076",89,"A",36,2,1,"B",90
"1077",89,"A",37,2,0,"B",89
"1078",89,"A",38,2,1,"B",95
"1079",89,"A",39,2,0,"B",86
"1080",89,"A",40,2,1,"B",92
"1081",89,"A",41,2,0,"S",79
"1082",89,"A",42,2,0,"S",93
"1083",89,"A",43,2,0,"S",89
"1084",89,"A",44,2,1,"S",69
"1085",89,"A",45,2,1,"S",86
"1086",89,"A",46,2,0,"S",87
"1087",89,"A",47,2,0,"S",68
"1088",89,"A",48,2,1,"S",92
"1089",89,"A",49,2,0,"S",90
"1090",89,"A",50,2,0,"S",60
"1091",89,"A",51,2,1,"S",97
"1092",89,"A",52,2,0,"S",89
"1093",89,"A",53,2,1,"S",87
"1094",89,"A",54,2,0,"S",90
"1095",89,"A",55,2,0,"S",94
"1096",89,"A",56,2,0,"S",24
"1097",89,"A",57,2,1,"S",85
"1098",89,"A",58,2,0,"S",6
"1099",89,"A",59,2,0,"S",20
"1100",89,"A",60,2,0,"S",9
"1101",89,"A",61,2,0,"U",5
"1102",89,"A",62,2,0,"U",4
"1103",89,"A",63,2,0,"U",3
"1104",89,"A",64,2,0,"U",21
"1105",89,"A",65,2,0,"U",20
"1106",89,"A",66,2,0,"U",8
"1107",89,"A",67,2,0,"U",90
"1108",89,"A",68,2,0,"U",10
"1109",89,"A",69,2,0,"U",6
"1110",89,"A",70,2,0,"U",62
"1111",89,"A",71,2,0,"U",21
"1112",89,"A",72,2,0,"U",3
"1113",89,"A",73,2,0,"U",10
"1114",89,"A",74,2,0,"U",10
"1115",89,"A",75,2,0,"U",24
"1116",89,"A",76,2,0,"U",15
"1117",89,"A",77,2,0,"U",20
"1118",89,"A",78,2,0,"U",93
"1119",89,"A",79,2,0,"U",2
"1120",89,"A",80,2,0,"U",94
"1121",93,"A",1,2,1,"F",5
"1122",93,"A",2,2,0,"F",100
"1123",93,"A",3,2,0,"F",47
"1124",93,"A",4,2,1,"F",80
"1125",93,"A",5,2,0,"F",50
"1126",93,"A",6,2,1,"F",40
"1127",93,"A",7,2,1,"F",70
"1128",93,"A",8,2,1,"F",55
"1129",93,"A",9,2,1,"F",10
"1130",93,"A",10,2,1,"F",100
"1131",93,"A",11,2,1,"F",15
"1132",93,"A",12,2,1,"F",89
"1133",93,"A",13,2,1,"F",95
"1134",93,"A",14,2,0,"F",60
"1135",93,"A",15,2,1,"F",85
"1136",93,"A",16,2,1,"F",71
"1137",93,"A",17,2,1,"F",10
"1138",93,"A",18,2,1,"F",99
"1139",93,"A",19,2,1,"F",96
"1140",93,"A",20,2,1,"F",70
"1141",93,"A",21,2,1,"B",100
"1142",93,"A",22,2,0,"B",80
"1143",93,"A",23,2,0,"B",66
"1144",93,"A",24,2,0,"B",95
"1145",93,"A",25,2,0,"B",10
"1146",93,"A",26,2,1,"B",40
"1147",93,"A",27,2,0,"B",50
"1148",93,"A",28,2,1,"B",70
"1149",93,"A",29,2,1,"B",10
"1150",93,"A",30,2,1,"B",94
"1151",93,"A",31,2,0,"B",68
"1152",93,"A",32,2,1,"B",90
"1153",93,"A",33,2,1,"B",100
"1154",93,"A",34,2,0,"B",10
"1155",93,"A",35,2,0,"B",10
"1156",93,"A",36,2,0,"B",80
"1157",93,"A",37,2,0,"B",70
"1158",93,"A",38,2,0,"B",23
"1159",93,"A",39,2,0,"B",80
"1160",93,"A",40,2,1,"B",88
"1161",93,"A",41,2,1,"S",50
"1162",93,"A",42,2,1,"S",80
"1163",93,"A",43,2,1,"S",70
"1164",93,"A",44,2,1,"S",96
"1165",93,"A",45,2,1,"S",65
"1166",93,"A",46,2,0,"S",65
"1167",93,"A",47,2,0,"S",50
"1168",93,"A",48,2,0,"S",5
"1169",93,"A",49,2,1,"S",100
"1170",93,"A",50,2,1,"S",100
"1171",93,"A",51,2,1,"S",100
"1172",93,"A",52,2,0,"S",80
"1173",93,"A",53,2,1,"S",97
"1174",93,"A",54,2,1,"S",75
"1175",93,"A",55,2,1,"S",80
"1176",93,"A",56,2,1,"S",10
"1177",93,"A",57,2,1,"S",95
"1178",93,"A",58,2,1,"S",10
"1179",93,"A",59,2,1,"S",10
"1180",93,"A",60,2,1,"S",5
"1181",93,"A",61,2,0,"U",10
"1182",93,"A",62,2,0,"U",10
"1183",93,"A",63,2,0,"U",10
"1184",93,"A",64,2,0,"U",12
"1185",93,"A",65,2,1,"U",3
"1186",93,"A",66,2,1,"U",10
"1187",93,"A",67,2,1,"U",5
"1188",93,"A",68,2,0,"U",45
"1189",93,"A",69,2,0,"U",20
"1190",93,"A",70,2,1,"U",10
"1191",93,"A",71,2,1,"U",4
"1192",93,"A",72,2,0,"U",10
"1193",93,"A",73,2,0,"U",10
"1194",93,"A",74,2,0,"U",5
"1195",93,"A",75,2,1,"U",10
"1196",93,"A",76,2,0,"U",6
"1197",93,"A",77,2,0,"U",20
"1198",93,"A",78,2,1,"U",10
"1199",93,"A",79,2,0,"U",16
"1200",93,"A",80,2,0,"U",5
"1201",97,"A",1,2,1,"F",100
"1202",97,"A",2,2,1,"F",100
"1203",97,"A",3,2,1,"F",100
"1204",97,"A",4,2,1,"F",100
"1205",97,"A",5,2,1,"F",2
"1206",97,"A",6,2,1,"F",78
"1207",97,"A",7,2,0,"F",55
"1208",97,"A",8,2,1,"F",90
"1209",97,"A",9,2,1,"F",50
"1210",97,"A",10,2,1,"F",50
"1211",97,"A",11,2,1,"F",100
"1212",97,"A",12,2,1,"F",80
"1213",97,"A",13,2,1,"F",100
"1214",97,"A",14,2,1,"F",57
"1215",97,"A",15,2,1,"F",79
"1216",97,"A",16,2,1,"F",100
"1217",97,"A",17,2,1,"F",75
"1218",97,"A",18,2,1,"F",90
"1219",97,"A",19,2,1,"F",3
"1220",97,"A",20,2,1,"F",50
"1221",97,"A",21,2,1,"B",90
"1222",97,"A",22,2,0,"B",100
"1223",97,"A",23,2,0,"B",59
"1224",97,"A",24,2,1,"B",60
"1225",97,"A",25,2,0,"B",80
"1226",97,"A",26,2,1,"B",80
"1227",97,"A",27,2,1,"B",80
"1228",97,"A",28,2,1,"B",55
"1229",97,"A",29,2,1,"B",4
"1230",97,"A",30,2,1,"B",79
"1231",97,"A",31,2,1,"B",70
"1232",97,"A",32,2,1,"B",87
"1233",97,"A",33,2,1,"B",100
"1234",97,"A",34,2,1,"B",100
"1235",97,"A",35,2,1,"B",3
"1236",97,"A",36,2,0,"B",98
"1237",97,"A",37,2,1,"B",80
"1238",97,"A",38,2,1,"B",2
"1239",97,"A",39,2,1,"B",90
"1240",97,"A",40,2,0,"B",50
"1241",97,"A",41,2,1,"S",50
"1242",97,"A",42,2,1,"S",67
"1243",97,"A",43,2,1,"S",100
"1244",97,"A",44,2,1,"S",97
"1245",97,"A",45,2,1,"S",80
"1246",97,"A",46,2,1,"S",100
"1247",97,"A",47,2,1,"S",100
"1248",97,"A",48,2,1,"S",86
"1249",97,"A",49,2,1,"S",100
"1250",97,"A",50,2,1,"S",100
"1251",97,"A",51,2,1,"S",13
"1252",97,"A",52,2,1,"S",100
"1253",97,"A",53,2,1,"S",100
"1254",97,"A",54,2,1,"S",65
"1255",97,"A",55,2,1,"S",90
"1256",97,"A",56,2,1,"S",17
"1257",97,"A",57,2,1,"S",55
"1258",97,"A",58,2,1,"S",16
"1259",97,"A",59,2,1,"S",55
"1260",97,"A",60,2,1,"S",20
"1261",97,"A",61,2,1,"U",3
"1262",97,"A",62,2,1,"U",5
"1263",97,"A",63,2,1,"U",15
"1264",97,"A",64,2,1,"U",55
"1265",97,"A",65,2,0,"U",50
"1266",97,"A",66,2,0,"U",12
"1267",97,"A",67,2,1,"U",80
"1268",97,"A",68,2,0,"U",3
"1269",97,"A",69,2,1,"U",75
"1270",97,"A",70,2,1,"U",6
"1271",97,"A",71,2,1,"U",3
"1272",97,"A",72,2,1,"U",9
"1273",97,"A",73,2,1,"U",58
"1274",97,"A",74,2,1,"U",2
"1275",97,"A",75,2,0,"U",71
"1276",97,"A",76,2,0,"U",5
"1277",97,"A",77,2,1,"U",4
"1278",97,"A",78,2,1,"U",100
"1279",97,"A",79,2,1,"U",55
"1280",97,"A",80,2,0,"U",100
"1281",101,"A",1,2,1,"F",0
"1282",101,"A",2,2,1,"F",100
"1283",101,"A",3,2,1,"F",80
"1284",101,"A",4,2,1,"F",100
"1285",101,"A",5,2,1,"F",75
"1286",101,"A",6,2,1,"F",70
"1287",101,"A",7,2,1,"F",100
"1288",101,"A",8,2,0,"F",85
"1289",101,"A",9,2,1,"F",100
"1290",101,"A",10,2,1,"F",90
"1291",101,"A",11,2,1,"F",60
"1292",101,"A",12,2,1,"F",70
"1293",101,"A",13,2,0,"F",80
"1294",101,"A",14,2,1,"F",80
"1295",101,"A",15,2,1,"F",90
"1296",101,"A",16,2,1,"F",90
"1297",101,"A",17,2,1,"F",95
"1298",101,"A",18,2,1,"F",100
"1299",101,"A",19,2,1,"F",80
"1300",101,"A",20,2,1,"F",100
"1301",101,"A",21,2,1,"B",100
"1302",101,"A",22,2,0,"B",100
"1303",101,"A",23,2,1,"B",80
"1304",101,"A",24,2,1,"B",85
"1305",101,"A",25,2,1,"B",90
"1306",101,"A",26,2,0,"B",50
"1307",101,"A",27,2,0,"B",100
"1308",101,"A",28,2,1,"B",100
"1309",101,"A",29,2,1,"B",55
"1310",101,"A",30,2,1,"B",80
"1311",101,"A",31,2,0,"B",90
"1312",101,"A",32,2,1,"B",90
"1313",101,"A",33,2,1,"B",70
"1314",101,"A",34,2,1,"B",80
"1315",101,"A",35,2,0,"B",90
"1316",101,"A",36,2,0,"B",100
"1317",101,"A",37,2,1,"B",50
"1318",101,"A",38,2,1,"B",65
"1319",101,"A",39,2,1,"B",85
"1320",101,"A",40,2,0,"B",100
"1321",101,"A",41,2,1,"S",65
"1322",101,"A",42,2,0,"S",95
"1323",101,"A",43,2,0,"S",100
"1324",101,"A",44,2,1,"S",100
"1325",101,"A",45,2,1,"S",80
"1326",101,"A",46,2,1,"S",95
"1327",101,"A",47,2,1,"S",95
"1328",101,"A",48,2,1,"S",100
"1329",101,"A",49,2,1,"S",100
"1330",101,"A",50,2,1,"S",100
"1331",101,"A",51,2,1,"S",100
"1332",101,"A",52,2,1,"S",100
"1333",101,"A",53,2,1,"S",100
"1334",101,"A",54,2,1,"S",90
"1335",101,"A",55,2,0,"S",100
"1336",101,"A",56,2,1,"S",95
"1337",101,"A",57,2,1,"S",65
"1338",101,"A",58,2,1,"S",75
"1339",101,"A",59,2,1,"S",0
"1340",101,"A",60,2,0,"S",75
"1341",101,"A",61,2,0,"U",75
"1342",101,"A",62,2,0,"U",80
"1343",101,"A",63,2,0,"U",70
"1344",101,"A",64,2,1,"U",55
"1345",101,"A",65,2,0,"U",70
"1346",101,"A",66,2,0,"U",60
"1347",101,"A",67,2,0,"U",45
"1348",101,"A",68,2,0,"U",85
"1349",101,"A",69,2,0,"U",65
"1350",101,"A",70,2,0,"U",80
"1351",101,"A",71,2,1,"U",85
"1352",101,"A",72,2,0,"U",100
"1353",101,"A",73,2,0,"U",80
"1354",101,"A",74,2,0,"U",45
"1355",101,"A",75,2,1,"U",100
"1356",101,"A",76,2,0,"U",80
"1357",101,"A",77,2,1,"U",100
"1358",101,"A",78,2,1,"U",85
"1359",101,"A",79,2,0,"U",80
"1360",101,"A",80,2,0,"U",80
"1361",105,"A",1,2,0,"F",75
"1362",105,"A",2,2,0,"F",90
"1363",105,"A",3,2,1,"F",100
"1364",105,"A",4,2,1,"F",100
"1365",105,"A",5,2,0,"F",100
"1366",105,"A",6,2,0,"F",100
"1367",105,"A",7,2,1,"F",80
"1368",105,"A",8,2,0,"F",89
"1369",105,"A",9,2,1,"F",90
"1370",105,"A",10,2,1,"F",90
"1371",105,"A",11,2,1,"F",90
"1372",105,"A",12,2,0,"F",60
"1373",105,"A",13,2,1,"F",85
"1374",105,"A",14,2,0,"F",90
"1375",105,"A",15,2,1,"F",89
"1376",105,"A",16,2,1,"F",80
"1377",105,"A",17,2,0,"F",60
"1378",105,"A",18,2,1,"F",75
"1379",105,"A",19,2,1,"F",0
"1380",105,"A",20,2,1,"F",85
"1381",105,"A",21,2,0,"B",80
"1382",105,"A",22,2,0,"B",100
"1383",105,"A",23,2,0,"B",90
"1384",105,"A",24,2,0,"B",70
"1385",105,"A",25,2,0,"B",90
"1386",105,"A",26,2,0,"B",80
"1387",105,"A",27,2,0,"B",100
"1388",105,"A",28,2,0,"B",90
"1389",105,"A",29,2,1,"B",90
"1390",105,"A",30,2,0,"B",100
"1391",105,"A",31,2,0,"B",100
"1392",105,"A",32,2,1,"B",100
"1393",105,"A",33,2,0,"B",100
"1394",105,"A",34,2,0,"B",100
"1395",105,"A",35,2,0,"B",95
"1396",105,"A",36,2,1,"B",100
"1397",105,"A",37,2,1,"B",80
"1398",105,"A",38,2,1,"B",80
"1399",105,"A",39,2,0,"B",95
"1400",105,"A",40,2,0,"B",85
"1401",105,"A",41,2,1,"S",100
"1402",105,"A",42,2,0,"S",90
"1403",105,"A",43,2,1,"S",80
"1404",105,"A",44,2,1,"S",90
"1405",105,"A",45,2,1,"S",60
"1406",105,"A",46,2,1,"S",80
"1407",105,"A",47,2,1,"S",80
"1408",105,"A",48,2,0,"S",99
"1409",105,"A",49,2,1,"S",90
"1410",105,"A",50,2,1,"S",100
"1411",105,"A",51,2,1,"S",90
"1412",105,"A",52,2,1,"S",90
"1413",105,"A",53,2,0,"S",90
"1414",105,"A",54,2,1,"S",100
"1415",105,"A",55,2,1,"S",70
"1416",105,"A",56,2,1,"S",89
"1417",105,"A",57,2,1,"S",100
"1418",105,"A",58,2,1,"S",0
"1419",105,"A",59,2,0,"S",0
"1420",105,"A",60,2,1,"S",75
"1421",105,"A",61,2,0,"U",0
"1422",105,"A",62,2,0,"U",85
"1423",105,"A",63,2,0,"U",0
"1424",105,"A",64,2,1,"U",75
"1425",105,"A",65,2,0,"U",0
"1426",105,"A",66,2,0,"U",80
"1427",105,"A",67,2,1,"U",100
"1428",105,"A",68,2,0,"U",0
"1429",105,"A",69,2,0,"U",100
"1430",105,"A",70,2,0,"U",35
"1431",105,"A",71,2,0,"U",0
