"","Subject","Condition","ListNum","Block","Recall","Direction","Jol"
"1432",105,"A",72,2,0,"U",0
"1433",105,"A",73,2,0,"U",80
"1434",105,"A",74,2,0,"U",75
"1435",105,"A",75,2,0,"U",70
"1436",105,"A",76,2,0,"U",0
"1437",105,"A",77,2,0,"U",60
"1438",105,"A",78,2,1,"U",80
"1439",105,"A",79,2,0,"U",56
"1440",105,"A",80,2,0,"U",100
"1441",74,"B",1,1,1,"F",100
"1442",74,"B",2,1,0,"F",100
"1443",74,"B",3,1,1,"F",100
"1444",74,"B",4,1,1,"F",100
"1445",74,"B",5,1,1,"F",100
"1446",74,"B",6,1,0,"F",50
"1447",74,"B",7,1,1,"F",100
"1448",74,"B",8,1,1,"F",100
"1449",74,"B",9,1,0,"F",100
"1450",74,"B",10,1,0,"F",100
"1451",74,"B",11,1,0,"F",100
"1452",74,"B",12,1,1,"F",100
"1453",74,"B",13,1,1,"F",100
"1454",74,"B",14,1,1,"F",100
"1455",74,"B",15,1,1,"F",50
"1456",74,"B",16,1,0,"F",100
"1457",74,"B",17,1,0,"F",50
"1458",74,"B",18,1,0,"F",100
"1459",74,"B",19,1,0,"F",100
"1460",74,"B",20,1,1,"F",100
"1461",74,"B",21,1,0,"B",100
"1462",74,"B",22,1,0,"B",100
"1463",74,"B",23,1,1,"B",100
"1464",74,"B",24,1,0,"B",100
"1465",74,"B",25,1,0,"B",100
"1466",74,"B",26,1,0,"B",50
"1467",74,"B",27,1,1,"B",0
"1468",74,"B",28,1,1,"B",100
"1469",74,"B",29,1,1,"B",100
"1470",74,"B",30,1,0,"B",100
"1471",74,"B",31,1,0,"B",100
"1472",74,"B",32,1,0,"B",75
"1473",74,"B",33,1,1,"B",100
"1474",74,"B",34,1,0,"B",100
"1475",74,"B",35,1,0,"B",100
"1476",74,"B",36,1,1,"B",100
"1477",74,"B",37,1,0,"B",100
"1478",74,"B",38,1,0,"B",100
"1479",74,"B",39,1,0,"B",100
"1480",74,"B",40,1,1,"B",100
"1481",74,"B",41,1,1,"S",100
"1482",74,"B",42,1,0,"S",100
"1483",74,"B",43,1,0,"S",50
"1484",74,"B",44,1,0,"S",100
"1485",74,"B",45,1,1,"S",100
"1486",74,"B",46,1,0,"S",100
"1487",74,"B",47,1,1,"S",100
"1488",74,"B",48,1,0,"S",100
"1489",74,"B",49,1,1,"S",100
"1490",74,"B",50,1,1,"S",100
"1491",74,"B",51,1,1,"S",100
"1492",74,"B",52,1,1,"S",100
"1493",74,"B",53,1,1,"S",100
"1494",74,"B",54,1,1,"S",100
"1495",74,"B",55,1,0,"S",50
"1496",74,"B",56,1,0,"S",100
"1497",74,"B",57,1,1,"S",100
"1498",74,"B",58,1,1,"S",100
"1499",74,"B",59,1,1,"S",100
"1500",74,"B",60,1,0,"S",100
"1501",74,"B",61,1,0,"U",10
"1502",74,"B",62,1,0,"U",100
"1503",74,"B",63,1,0,"U",50
"1504",74,"B",64,1,0,"U",40
"1505",74,"B",65,1,0,"U",50
"1506",74,"B",66,1,0,"U",10
"1507",74,"B",67,1,0,"U",50
"1508",74,"B",68,1,0,"U",50
"1509",74,"B",69,1,1,"U",50
"1510",74,"B",70,1,0,"U",50
"1511",74,"B",71,1,0,"U",50
"1512",74,"B",72,1,0,"U",0
"1513",74,"B",73,1,0,"U",50
"1514",74,"B",74,1,0,"U",10
"1515",74,"B",75,1,1,"U",100
"1516",74,"B",76,1,0,"U",50
"1517",74,"B",77,1,1,"U",75
"1518",74,"B",78,1,1,"U",100
"1519",74,"B",79,1,0,"U",50
"1520",74,"B",80,1,0,"U",54
"1521",78,"B",1,1,1,"F",85
"1522",78,"B",2,1,0,"F",100
"1523",78,"B",3,1,0,"F",78
"1524",78,"B",4,1,1,"F",80
"1525",78,"B",5,1,0,"F",76
"1526",78,"B",6,1,0,"F",43
"1527",78,"B",7,1,1,"F",70
"1528",78,"B",8,1,1,"F",100
"1529",78,"B",9,1,1,"F",89
"1530",78,"B",10,1,1,"F",70
"1531",78,"B",11,1,0,"F",56
"1532",78,"B",12,1,1,"F",88
"1533",78,"B",13,1,0,"F",66
"1534",78,"B",14,1,0,"F",54
"1535",78,"B",15,1,1,"F",19
"1536",78,"B",16,1,1,"F",100
"1537",78,"B",17,1,0,"F",77
"1538",78,"B",18,1,0,"F",56
"1539",78,"B",19,1,0,"F",87
"1540",78,"B",20,1,0,"F",78
"1541",78,"B",21,1,0,"B",75
"1542",78,"B",22,1,0,"B",80
"1543",78,"B",23,1,0,"B",80
"1544",78,"B",24,1,0,"B",70
"1545",78,"B",25,1,0,"B",100
"1546",78,"B",26,1,0,"B",77
"1547",78,"B",27,1,0,"B",77
"1548",78,"B",28,1,0,"B",78
"1549",78,"B",29,1,1,"B",100
"1550",78,"B",30,1,1,"B",88
"1551",78,"B",31,1,0,"B",45
"1552",78,"B",32,1,0,"B",67
"1553",78,"B",33,1,1,"B",70
"1554",78,"B",34,1,1,"B",40
"1555",78,"B",35,1,0,"B",100
"1556",78,"B",36,1,0,"B",89
"1557",78,"B",37,1,1,"B",100
"1558",78,"B",38,1,0,"B",166
"1559",78,"B",39,1,0,"B",100
"1560",78,"B",40,1,0,"B",88
"1561",78,"B",41,1,1,"S",100
"1562",78,"B",42,1,0,"S",88
"1563",78,"B",43,1,1,"S",88
"1564",78,"B",44,1,1,"S",100
"1565",78,"B",45,1,0,"S",90
"1566",78,"B",46,1,1,"S",88
"1567",78,"B",47,1,1,"S",90
"1568",78,"B",48,1,1,"S",100
"1569",78,"B",49,1,1,"S",80
"1570",78,"B",50,1,0,"S",100
"1571",78,"B",51,1,1,"S",85
"1572",78,"B",52,1,0,"S",100
"1573",78,"B",53,1,1,"S",100
"1574",78,"B",54,1,1,"S",90
"1575",78,"B",55,1,0,"S",43
"1576",78,"B",56,1,1,"S",100
"1577",78,"B",57,1,1,"S",90
"1578",78,"B",58,1,1,"S",80
"1579",78,"B",59,1,1,"S",96
"1580",78,"B",60,1,0,"S",77
"1581",78,"B",61,1,0,"U",21
"1582",78,"B",62,1,0,"U",100
"1583",78,"B",63,1,1,"U",70
"1584",78,"B",64,1,0,"U",5
"1585",78,"B",65,1,1,"U",10
"1586",78,"B",66,1,0,"U",12
"1587",78,"B",67,1,1,"U",55
"1588",78,"B",68,1,0,"U",90
"1589",78,"B",69,1,0,"U",10
"1590",78,"B",70,1,0,"U",13
"1591",78,"B",71,1,0,"U",67
"1592",78,"B",72,1,0,"U",100
"1593",78,"B",73,1,0,"U",43
"1594",78,"B",74,1,0,"U",13
"1595",78,"B",75,1,0,"U",34
"1596",78,"B",76,1,0,"U",789
"1597",78,"B",77,1,0,"U",43
"1598",78,"B",78,1,0,"U",34
"1599",78,"B",79,1,0,"U",88
"1600",78,"B",80,1,0,"U",54
"1601",82,"B",1,1,1,"F",30
"1602",82,"B",2,1,1,"F",15
"1603",82,"B",3,1,1,"F",50
"1604",82,"B",4,1,0,"F",50
"1605",82,"B",5,1,1,"F",80
"1606",82,"B",6,1,0,"F",40
"1607",82,"B",7,1,1,"F",50
"1608",82,"B",8,1,1,"F",70
"1609",82,"B",9,1,1,"F",75
"1610",82,"B",10,1,1,"F",80
"1611",82,"B",11,1,0,"F",75
"1612",82,"B",12,1,1,"F",80
"1613",82,"B",13,1,1,"F",40
"1614",82,"B",14,1,1,"F",50
"1615",82,"B",15,1,0,"F",35
"1616",82,"B",16,1,1,"F",95
"1617",82,"B",17,1,0,"F",25
"1618",82,"B",18,1,1,"F",75
"1619",82,"B",19,1,0,"F",50
"1620",82,"B",20,1,1,"F",75
"1621",82,"B",21,1,0,"B",50
"1622",82,"B",22,1,0,"B",30
"1623",82,"B",23,1,0,"B",75
"1624",82,"B",24,1,0,"B",25
"1625",82,"B",25,1,0,"B",30
"1626",82,"B",26,1,0,"B",15
"1627",82,"B",27,1,0,"B",25
"1628",82,"B",28,1,0,"B",60
"1629",82,"B",29,1,1,"B",40
"1630",82,"B",30,1,0,"B",25
"1631",82,"B",31,1,0,"B",15
"1632",82,"B",32,1,0,"B",25
"1633",82,"B",33,1,0,"B",100
"1634",82,"B",34,1,1,"B",25
"1635",82,"B",35,1,0,"B",50
"1636",82,"B",36,1,1,"B",25
"1637",82,"B",37,1,0,"B",50
"1638",82,"B",38,1,0,"B",90
"1639",82,"B",39,1,0,"B",100
"1640",82,"B",40,1,0,"B",90
"1641",82,"B",41,1,0,"S",85
"1642",82,"B",42,1,1,"S",90
"1643",82,"B",43,1,1,"S",50
"1644",82,"B",44,1,0,"S",50
"1645",82,"B",45,1,1,"S",95
"1646",82,"B",46,1,0,"S",25
"1647",82,"B",47,1,1,"S",75
"1648",82,"B",48,1,1,"S",50
"1649",82,"B",49,1,1,"S",25
"1650",82,"B",50,1,0,"S",80
"1651",82,"B",51,1,1,"S",50
"1652",82,"B",52,1,0,"S",50
"1653",82,"B",53,1,0,"S",50
"1654",82,"B",54,1,1,"S",50
"1655",82,"B",55,1,0,"S",15
"1656",82,"B",56,1,1,"S",50
"1657",82,"B",57,1,0,"S",75
"1658",82,"B",58,1,1,"S",10
"1659",82,"B",59,1,0,"S",50
"1660",82,"B",60,1,1,"S",40
"1661",82,"B",61,1,0,"U",25
"1662",82,"B",62,1,0,"U",20
"1663",82,"B",63,1,0,"U",35
"1664",82,"B",64,1,0,"U",10
"1665",82,"B",65,1,0,"U",10
"1666",82,"B",66,1,0,"U",15
"1667",82,"B",67,1,0,"U",25
"1668",82,"B",68,1,0,"U",20
"1669",82,"B",69,1,0,"U",15
"1670",82,"B",70,1,0,"U",35
"1671",82,"B",71,1,0,"U",50
"1672",82,"B",72,1,0,"U",15
"1673",82,"B",73,1,0,"U",15
"1674",82,"B",74,1,0,"U",20
"1675",82,"B",75,1,0,"U",25
"1676",82,"B",76,1,0,"U",25
"1677",82,"B",77,1,1,"U",15
"1678",82,"B",78,1,0,"U",15
"1679",82,"B",79,1,0,"U",10
"1680",82,"B",80,1,0,"U",0
"1681",86,"B",1,1,1,"F",99
"1682",86,"B",2,1,0,"F",12
"1683",86,"B",3,1,1,"F",100
"1684",86,"B",4,1,1,"F",23
"1685",86,"B",5,1,0,"F",99
"1686",86,"B",6,1,0,"F",99
"1687",86,"B",7,1,0,"F",100
"1688",86,"B",8,1,1,"F",99
"1689",86,"B",9,1,0,"F",99
"1690",86,"B",10,1,1,"F",99
"1691",86,"B",11,1,0,"F",99
"1692",86,"B",12,1,1,"F",100
"1693",86,"B",13,1,1,"F",100
"1694",86,"B",14,1,0,"F",100
"1695",86,"B",15,1,1,"F",98
"1696",86,"B",16,1,1,"F",67
"1697",86,"B",17,1,0,"F",89
"1698",86,"B",18,1,1,"F",88
"1699",86,"B",19,1,1,"F",100
"1700",86,"B",20,1,1,"F",89
"1701",86,"B",21,1,0,"B",22
"1702",86,"B",22,1,0,"B",99
"1703",86,"B",23,1,0,"B",99
"1704",86,"B",24,1,0,"B",22
"1705",86,"B",25,1,0,"B",89
"1706",86,"B",26,1,0,"B",22
"1707",86,"B",27,1,1,"B",55
"1708",86,"B",28,1,1,"B",88
"1709",86,"B",29,1,1,"B",100
"1710",86,"B",30,1,1,"B",48
"1711",86,"B",31,1,0,"B",100
"1712",86,"B",32,1,0,"B",55
"1713",86,"B",33,1,0,"B",99
"1714",86,"B",34,1,0,"B",100
"1715",86,"B",35,1,0,"B",100
"1716",86,"B",36,1,1,"B",100
"1717",86,"B",37,1,1,"B",99
"1718",86,"B",38,1,0,"B",100
"1719",86,"B",39,1,0,"B",100
"1720",86,"B",40,1,0,"B",100
"1721",86,"B",41,1,1,"S",100
"1722",86,"B",42,1,1,"S",99
"1723",86,"B",43,1,0,"S",22
"1724",86,"B",44,1,0,"S",100
"1725",86,"B",45,1,0,"S",100
"1726",86,"B",46,1,0,"S",66
"1727",86,"B",47,1,1,"S",100
"1728",86,"B",48,1,1,"S",100
"1729",86,"B",49,1,1,"S",100
"1730",86,"B",50,1,0,"S",100
"1731",86,"B",51,1,1,"S",100
"1732",86,"B",52,1,0,"S",99
"1733",86,"B",53,1,1,"S",98
"1734",86,"B",54,1,0,"S",100
"1735",86,"B",55,1,0,"S",100
"1736",86,"B",56,1,1,"S",100
"1737",86,"B",57,1,1,"S",76
"1738",86,"B",58,1,1,"S",100
"1739",86,"B",59,1,1,"S",100
"1740",86,"B",60,1,0,"S",100
"1741",86,"B",61,1,0,"U",23
"1742",86,"B",62,1,0,"U",34
"1743",86,"B",63,1,0,"U",33
"1744",86,"B",64,1,0,"U",32
"1745",86,"B",65,1,0,"U",77
"1746",86,"B",66,1,0,"U",100
"1747",86,"B",67,1,1,"U",32
"1748",86,"B",68,1,0,"U",78
"1749",86,"B",69,1,0,"U",66
"1750",86,"B",70,1,0,"U",33
"1751",86,"B",71,1,0,"U",88
"1752",86,"B",72,1,0,"U",43
"1753",86,"B",73,1,0,"U",33
"1754",86,"B",74,1,0,"U",22
"1755",86,"B",75,1,0,"U",56
"1756",86,"B",76,1,0,"U",20
"1757",86,"B",77,1,0,"U",34
"1758",86,"B",78,1,1,"U",33
"1759",86,"B",79,1,0,"U",35
"1760",86,"B",80,1,0,"U",50
"1761",90,"B",1,1,0,"F",90
"1762",90,"B",2,1,1,"F",20
"1763",90,"B",3,1,1,"F",90
"1764",90,"B",4,1,1,"F",100
"1765",90,"B",5,1,0,"F",90
"1766",90,"B",6,1,1,"F",10
"1767",90,"B",7,1,0,"F",80
"1768",90,"B",8,1,1,"F",80
"1769",90,"B",9,1,1,"F",100
"1770",90,"B",10,1,0,"F",100
"1771",90,"B",11,1,0,"F",90
"1772",90,"B",12,1,1,"F",80
"1773",90,"B",13,1,1,"F",10
"1774",90,"B",14,1,0,"F",70
"1775",90,"B",15,1,1,"F",8
"1776",90,"B",16,1,0,"F",90
"1777",90,"B",17,1,1,"F",60
"1778",90,"B",18,1,1,"F",50
"1779",90,"B",19,1,1,"F",70
"1780",90,"B",20,1,1,"F",100
"1781",90,"B",21,1,0,"B",70
"1782",90,"B",22,1,0,"B",80
"1783",90,"B",23,1,0,"B",100
"1784",90,"B",24,1,1,"B",60
"1785",90,"B",25,1,0,"B",60
"1786",90,"B",26,1,0,"B",10
"1787",90,"B",27,1,1,"B",50
"1788",90,"B",28,1,0,"B",90
"1789",90,"B",29,1,1,"B",8
"1790",90,"B",30,1,0,"B",100
"1791",90,"B",31,1,0,"B",100
"1792",90,"B",32,1,0,"B",40
"1793",90,"B",33,1,1,"B",90
"1794",90,"B",34,1,0,"B",20
"1795",90,"B",35,1,1,"B",100
"1796",90,"B",36,1,1,"B",100
"1797",90,"B",37,1,0,"B",75
"1798",90,"B",38,1,0,"B",100
"1799",90,"B",39,1,1,"B",100
"1800",90,"B",40,1,1,"B",90
"1801",90,"B",41,1,0,"S",80
"1802",90,"B",42,1,1,"S",100
"1803",90,"B",43,1,0,"S",100
"1804",90,"B",44,1,1,"S",90
"1805",90,"B",45,1,1,"S",100
"1806",90,"B",46,1,1,"S",85
"1807",90,"B",47,1,0,"S",100
"1808",90,"B",48,1,0,"S",100
"1809",90,"B",49,1,1,"S",50
"1810",90,"B",50,1,1,"S",100
"1811",90,"B",51,1,0,"S",100
"1812",90,"B",52,1,0,"S",100
"1813",90,"B",53,1,1,"S",100
"1814",90,"B",54,1,1,"S",100
"1815",90,"B",55,1,1,"S",89
"1816",90,"B",56,1,1,"S",100
"1817",90,"B",57,1,0,"S",100
"1818",90,"B",58,1,0,"S",70
"1819",90,"B",59,1,1,"S",100
"1820",90,"B",60,1,0,"S",90
"1821",90,"B",61,1,0,"U",0
"1822",90,"B",62,1,1,"U",40
"1823",90,"B",63,1,0,"U",10
"1824",90,"B",64,1,1,"U",20
"1825",90,"B",65,1,0,"U",30
"1826",90,"B",66,1,0,"U",90
"1827",90,"B",67,1,0,"U",70
"1828",90,"B",68,1,0,"U",20
"1829",90,"B",69,1,0,"U",20
"1830",90,"B",70,1,0,"U",30
"1831",90,"B",71,1,0,"U",22
"1832",90,"B",72,1,0,"U",1
"1833",90,"B",73,1,0,"U",30
"1834",90,"B",74,1,0,"U",0
"1835",90,"B",75,1,0,"U",10
"1836",90,"B",76,1,0,"U",30
"1837",90,"B",77,1,0,"U",60
"1838",90,"B",78,1,0,"U",10
"1839",90,"B",79,1,0,"U",22
"1840",90,"B",80,1,0,"U",0
"1841",94,"B",1,1,1,"F",100
"1842",94,"B",2,1,0,"F",60
"1843",94,"B",3,1,1,"F",100
"1844",94,"B",4,1,0,"F",70
"1845",94,"B",5,1,0,"F",30
"1846",94,"B",6,1,1,"F",25
"1847",94,"B",7,1,0,"F",80
"1848",94,"B",8,1,1,"F",100
"1849",94,"B",9,1,0,"F",100
"1850",94,"B",10,1,0,"F",70
"1851",94,"B",11,1,0,"F",100
"1852",94,"B",12,1,1,"F",100
"1853",94,"B",13,1,1,"F",50
"1854",94,"B",14,1,0,"F",100
"1855",94,"B",15,1,1,"F",80
"1856",94,"B",16,1,0,"F",100
"1857",94,"B",17,1,1,"F",100
"1858",94,"B",18,1,1,"F",90
"1859",94,"B",19,1,0,"F",85
"1860",94,"B",20,1,1,"F",90
"1861",94,"B",21,1,0,"B",100
"1862",94,"B",22,1,0,"B",100
"1863",94,"B",23,1,0,"B",70
"1864",94,"B",24,1,0,"B",60
"1865",94,"B",25,1,0,"B",100
"1866",94,"B",26,1,1,"B",0
"1867",94,"B",27,1,0,"B",100
"1868",94,"B",28,1,1,"B",100
"1869",94,"B",29,1,0,"B",100
"1870",94,"B",30,1,1,"B",100
"1871",94,"B",31,1,0,"B",90
"1872",94,"B",32,1,0,"B",100
"1873",94,"B",33,1,0,"B",100
"1874",94,"B",34,1,0,"B",90
"1875",94,"B",35,1,0,"B",0
"1876",94,"B",36,1,1,"B",100
"1877",94,"B",37,1,0,"B",65
"1878",94,"B",38,1,0,"B",100
"1879",94,"B",39,1,1,"B",100
"1880",94,"B",40,1,0,"B",100
"1881",94,"B",41,1,0,"S",75
"1882",94,"B",42,1,0,"S",100
"1883",94,"B",43,1,1,"S",100
"1884",94,"B",44,1,1,"S",70
"1885",94,"B",45,1,1,"S",100
"1886",94,"B",46,1,1,"S",40
"1887",94,"B",47,1,1,"S",100
"1888",94,"B",48,1,1,"S",100
"1889",94,"B",49,1,1,"S",60
"1890",94,"B",50,1,0,"S",100
"1891",94,"B",51,1,1,"S",90
"1892",94,"B",52,1,0,"S",90
"1893",94,"B",53,1,0,"S",100
"1894",94,"B",54,1,0,"S",100
"1895",94,"B",55,1,0,"S",40
"1896",94,"B",56,1,0,"S",80
"1897",94,"B",57,1,0,"S",100
"1898",94,"B",58,1,0,"S",90
"1899",94,"B",59,1,1,"S",100
"1900",94,"B",60,1,0,"S",100
"1901",94,"B",61,1,1,"U",0
"1902",94,"B",62,1,0,"U",60
"1903",94,"B",63,1,0,"U",0
"1904",94,"B",64,1,0,"U",40
"1905",94,"B",65,1,0,"U",30
"1906",94,"B",66,1,0,"U",0
"1907",94,"B",67,1,0,"U",10
"1908",94,"B",68,1,0,"U",35
"1909",94,"B",69,1,0,"U",30
"1910",94,"B",70,1,0,"U",10
"1911",94,"B",71,1,0,"U",0
"1912",94,"B",72,1,0,"U",45
"1913",94,"B",73,1,0,"U",0
"1914",94,"B",74,1,0,"U",20
"1915",94,"B",75,1,0,"U",50
"1916",94,"B",76,1,0,"U",0
"1917",94,"B",77,1,1,"U",40
"1918",94,"B",78,1,0,"U",0
"1919",94,"B",79,1,0,"U",0
"1920",94,"B",80,1,0,"U",0
"1921",98,"B",1,1,0,"F",80
"1922",98,"B",2,1,0,"F",85
"1923",98,"B",3,1,1,"F",85
"1924",98,"B",4,1,1,"F",70
"1925",98,"B",5,1,1,"F",100
"1926",98,"B",6,1,0,"F",45
"1927",98,"B",7,1,1,"F",90
"1928",98,"B",8,1,1,"F",100
"1929",98,"B",9,1,1,"F",100
"1930",98,"B",10,1,1,"F",99
"1931",98,"B",11,1,1,"F",50
"1932",98,"B",12,1,0,"F",65
"1933",98,"B",13,1,1,"F",85
"1934",98,"B",14,1,1,"F",30
"1935",98,"B",15,1,1,"F",90
"1936",98,"B",16,1,1,"F",85
"1937",98,"B",17,1,1,"F",100
"1938",98,"B",18,1,1,"F",90
"1939",98,"B",19,1,1,"F",90
"1940",98,"B",20,1,1,"F",100
"1941",98,"B",21,1,0,"B",90
"1942",98,"B",22,1,0,"B",95
"1943",98,"B",23,1,0,"B",99
"1944",98,"B",24,1,1,"B",90
"1945",98,"B",25,1,1,"B",90
"1946",98,"B",26,1,1,"B",95
"1947",98,"B",27,1,0,"B",0
"1948",98,"B",28,1,0,"B",90
"1949",98,"B",29,1,1,"B",85
"1950",98,"B",30,1,1,"B",55
"1951",98,"B",31,1,0,"B",65
"1952",98,"B",32,1,0,"B",95
"1953",98,"B",33,1,1,"B",99
"1954",98,"B",34,1,0,"B",75
"1955",98,"B",35,1,0,"B",100
"1956",98,"B",36,1,1,"B",95
"1957",98,"B",37,1,0,"B",65
"1958",98,"B",38,1,0,"B",65
"1959",98,"B",39,1,0,"B",95
"1960",98,"B",40,1,0,"B",65
"1961",98,"B",41,1,1,"S",60
"1962",98,"B",42,1,1,"S",90
"1963",98,"B",43,1,1,"S",95
"1964",98,"B",44,1,1,"S",85
"1965",98,"B",45,1,1,"S",90
"1966",98,"B",46,1,1,"S",99
"1967",98,"B",47,1,0,"S",90
"1968",98,"B",48,1,0,"S",99
"1969",98,"B",49,1,1,"S",95
"1970",98,"B",50,1,1,"S",90
"1971",98,"B",51,1,1,"S",95
"1972",98,"B",52,1,0,"S",90
"1973",98,"B",53,1,1,"S",30
"1974",98,"B",54,1,1,"S",95
"1975",98,"B",55,1,0,"S",99
"1976",98,"B",56,1,1,"S",40
"1977",98,"B",57,1,1,"S",90
"1978",98,"B",58,1,1,"S",85
"1979",98,"B",59,1,1,"S",75
"1980",98,"B",60,1,1,"S",100
"1981",98,"B",61,1,0,"U",65
"1982",98,"B",62,1,1,"U",80
"1983",98,"B",63,1,0,"U",10
"1984",98,"B",64,1,0,"U",5
"1985",98,"B",65,1,0,"U",15
"1986",98,"B",66,1,0,"U",5
"1987",98,"B",67,1,1,"U",35
"1988",98,"B",68,1,0,"U",85
"1989",98,"B",69,1,0,"U",0
"1990",98,"B",70,1,0,"U",10
"1991",98,"B",71,1,0,"U",0
"1992",98,"B",72,1,0,"U",0
"1993",98,"B",73,1,1,"U",5
"1994",98,"B",74,1,0,"U",10
"1995",98,"B",75,1,0,"U",60
"1996",98,"B",76,1,0,"U",2
"1997",98,"B",77,1,0,"U",5
"1998",98,"B",78,1,1,"U",10
"1999",98,"B",79,1,0,"U",45
"2000",98,"B",80,1,0,"U",0
"2001",102,"B",1,1,0,"F",87
"2002",102,"B",2,1,1,"F",88
"2003",102,"B",3,1,1,"F",78
"2004",102,"B",4,1,1,"F",40
"2005",102,"B",5,1,1,"F",91
"2006",102,"B",6,1,1,"F",45
"2007",102,"B",7,1,1,"F",95
"2008",102,"B",8,1,1,"F",89
"2009",102,"B",9,1,1,"F",97
"2010",102,"B",10,1,1,"F",89
"2011",102,"B",11,1,1,"F",78
"2012",102,"B",12,1,1,"F",33
"2013",102,"B",13,1,1,"F",44
"2014",102,"B",14,1,0,"F",50
"2015",102,"B",15,1,1,"F",87
"2016",102,"B",16,1,0,"F",60
"2017",102,"B",17,1,1,"F",33
"2018",102,"B",18,1,0,"F",98
"2019",102,"B",19,1,1,"F",76
"2020",102,"B",20,1,1,"F",34
"2021",102,"B",21,1,0,"B",23
"2022",102,"B",22,1,1,"B",65
"2023",102,"B",23,1,1,"B",78
"2024",102,"B",24,1,0,"B",100
"2025",102,"B",25,1,1,"B",90
"2026",102,"B",26,1,1,"B",90
"2027",102,"B",27,1,0,"B",45
"2028",102,"B",28,1,0,"B",78
"2029",102,"B",29,1,1,"B",33
"2030",102,"B",30,1,0,"B",78
"2031",102,"B",31,1,0,"B",60
"2032",102,"B",32,1,0,"B",45
"2033",102,"B",33,1,1,"B",89
"2034",102,"B",34,1,0,"B",55
"2035",102,"B",35,1,0,"B",89
"2036",102,"B",36,1,1,"B",96
"2037",102,"B",37,1,0,"B",50
"2038",102,"B",38,1,0,"B",64
"2039",102,"B",39,1,1,"B",75
"2040",102,"B",40,1,1,"B",78
"2041",102,"B",41,1,1,"S",90
"2042",102,"B",42,1,1,"S",97
"2043",102,"B",43,1,1,"S",94
"2044",102,"B",44,1,1,"S",89
"2045",102,"B",45,1,1,"S",89
"2046",102,"B",46,1,1,"S",40
"2047",102,"B",47,1,0,"S",77
"2048",102,"B",48,1,0,"S",76
"2049",102,"B",49,1,0,"S",67
"2050",102,"B",50,1,1,"S",90
"2051",102,"B",51,1,1,"S",96
"2052",102,"B",52,1,1,"S",80
"2053",102,"B",53,1,1,"S",95
"2054",102,"B",54,1,0,"S",60
"2055",102,"B",55,1,1,"S",88
"2056",102,"B",56,1,1,"S",96
"2057",102,"B",57,1,0,"S",90
"2058",102,"B",58,1,1,"S",53
"2059",102,"B",59,1,1,"S",75
"2060",102,"B",60,1,0,"S",88
"2061",102,"B",61,1,0,"U",12
"2062",102,"B",62,1,0,"U",21
"2063",102,"B",63,1,0,"U",45
"2064",102,"B",64,1,0,"U",23
"2065",102,"B",65,1,0,"U",60
"2066",102,"B",66,1,0,"U",13
"2067",102,"B",67,1,1,"U",80
"2068",102,"B",68,1,0,"U",43
"2069",102,"B",69,1,0,"U",12
"2070",102,"B",70,1,1,"U",50
"2071",102,"B",71,1,0,"U",20
"2072",102,"B",72,1,1,"U",13
"2073",102,"B",73,1,1,"U",15
"2074",102,"B",74,1,1,"U",65
"2075",102,"B",75,1,0,"U",12
"2076",102,"B",76,1,0,"U",3
"2077",102,"B",77,1,1,"U",5
"2078",102,"B",78,1,1,"U",40
"2079",102,"B",79,1,0,"U",20
"2080",102,"B",80,1,0,"U",0
"2081",106,"B",1,1,1,"F",80
"2082",106,"B",2,1,0,"F",10
"2083",106,"B",3,1,1,"F",90
"2084",106,"B",4,1,1,"F",90
"2085",106,"B",5,1,0,"F",90
"2086",106,"B",6,1,0,"F",5
"2087",106,"B",7,1,1,"F",100
"2088",106,"B",8,1,1,"F",90
"2089",106,"B",9,1,0,"F",70
"2090",106,"B",10,1,0,"F",90
"2091",106,"B",11,1,1,"F",90
"2092",106,"B",12,1,1,"F",90
"2093",106,"B",13,1,1,"F",90
"2094",106,"B",14,1,1,"F",95
"2095",106,"B",15,1,1,"F",80
"2096",106,"B",16,1,1,"F",90
"2097",106,"B",17,1,1,"F",45
"2098",106,"B",18,1,0,"F",5
"2099",106,"B",19,1,1,"F",90
"2100",106,"B",20,1,1,"F",90
"2101",106,"B",21,1,1,"B",90
"2102",106,"B",22,1,0,"B",90
"2103",106,"B",23,1,0,"B",90
"2104",106,"B",24,1,0,"B",60
"2105",106,"B",25,1,0,"B",90
"2106",106,"B",26,1,0,"B",10
"2107",106,"B",27,1,0,"B",80
"2108",106,"B",28,1,0,"B",100
"2109",106,"B",29,1,1,"B",80
"2110",106,"B",30,1,1,"B",90
"2111",106,"B",31,1,0,"B",78
"2112",106,"B",32,1,1,"B",90
"2113",106,"B",33,1,0,"B",90
"2114",106,"B",34,1,1,"B",95
"2115",106,"B",35,1,0,"B",90
"2116",106,"B",36,1,1,"B",90
"2117",106,"B",37,1,0,"B",5
"2118",106,"B",38,1,1,"B",90
"2119",106,"B",39,1,0,"B",90
"2120",106,"B",40,1,1,"B",90
"2121",106,"B",41,1,0,"S",90
"2122",106,"B",42,1,1,"S",90
"2123",106,"B",43,1,1,"S",100
"2124",106,"B",44,1,1,"S",90
"2125",106,"B",45,1,1,"S",99
"2126",106,"B",46,1,1,"S",15
"2127",106,"B",47,1,1,"S",80
"2128",106,"B",48,1,1,"S",100
"2129",106,"B",49,1,1,"S",100
