"","Subject","Condition","ListNum","Block","Recall","Subject","Condition","ListNum","Block","Direction","Jol"
"1276",54,"B",76,1,0,54,"B",76,1,"U",1
"1277",54,"B",77,1,0,54,"B",77,1,"U",30
"1278",54,"B",78,1,0,54,"B",78,1,"U",50
"1279",54,"B",79,1,0,54,"B",79,1,"U",1
"1280",54,"B",80,1,0,54,"B",80,1,"U",25
"1281",58,"B",1,1,1,58,"B",1,1,"F",30
"1282",58,"B",2,1,1,58,"B",2,1,"F",50
"1283",58,"B",3,1,1,58,"B",3,1,"F",100
"1284",58,"B",4,1,1,58,"B",4,1,"F",100
"1285",58,"B",5,1,0,58,"B",5,1,"F",100
"1286",58,"B",6,1,1,58,"B",6,1,"F",100
"1287",58,"B",7,1,1,58,"B",7,1,"F",100
"1288",58,"B",8,1,1,58,"B",8,1,"F",100
"1289",58,"B",9,1,1,58,"B",9,1,"F",100
"1290",58,"B",10,1,1,58,"B",10,1,"F",50
"1291",58,"B",11,1,1,58,"B",11,1,"F",100
"1292",58,"B",12,1,1,58,"B",12,1,"F",100
"1293",58,"B",13,1,1,58,"B",13,1,"F",100
"1294",58,"B",14,1,1,58,"B",14,1,"F",100
"1295",58,"B",15,1,1,58,"B",15,1,"F",100
"1296",58,"B",16,1,0,58,"B",16,1,"F",100
"1297",58,"B",17,1,1,58,"B",17,1,"F",100
"1298",58,"B",18,1,0,58,"B",18,1,"F",100
"1299",58,"B",19,1,1,58,"B",19,1,"F",100
"1300",58,"B",20,1,1,58,"B",20,1,"F",100
"1301",58,"B",21,1,0,58,"B",21,1,"B",20
"1302",58,"B",22,1,0,58,"B",22,1,"B",100
"1303",58,"B",23,1,1,58,"B",23,1,"B",100
"1304",58,"B",24,1,0,58,"B",24,1,"B",100
"1305",58,"B",25,1,1,58,"B",25,1,"B",50
"1306",58,"B",26,1,1,58,"B",26,1,"B",60
"1307",58,"B",27,1,0,58,"B",27,1,"B",20
"1308",58,"B",28,1,1,58,"B",28,1,"B",100
"1309",58,"B",29,1,1,58,"B",29,1,"B",100
"1310",58,"B",30,1,1,58,"B",30,1,"B",75
"1311",58,"B",31,1,1,58,"B",31,1,"B",100
"1312",58,"B",32,1,1,58,"B",32,1,"B",100
"1313",58,"B",33,1,1,58,"B",33,1,"B",100
"1314",58,"B",34,1,1,58,"B",34,1,"B",100
"1315",58,"B",35,1,0,58,"B",35,1,"B",100
"1316",58,"B",36,1,1,58,"B",36,1,"B",100
"1317",58,"B",37,1,1,58,"B",37,1,"B",100
"1318",58,"B",38,1,1,58,"B",38,1,"B",100
"1319",58,"B",39,1,1,58,"B",39,1,"B",100
"1320",58,"B",40,1,1,58,"B",40,1,"B",100
"1321",58,"B",41,1,0,58,"B",41,1,"S",100
"1322",58,"B",42,1,1,58,"B",42,1,"S",50
"1323",58,"B",43,1,1,58,"B",43,1,"S",75
"1324",58,"B",44,1,1,58,"B",44,1,"S",90
"1325",58,"B",45,1,1,58,"B",45,1,"S",100
"1326",58,"B",46,1,1,58,"B",46,1,"S",100
"1327",58,"B",47,1,1,58,"B",47,1,"S",50
"1328",58,"B",48,1,0,58,"B",48,1,"S",100
"1329",58,"B",49,1,1,58,"B",49,1,"S",100
"1330",58,"B",50,1,1,58,"B",50,1,"S",100
"1331",58,"B",51,1,1,58,"B",51,1,"S",100
"1332",58,"B",52,1,0,58,"B",52,1,"S",50
"1333",58,"B",53,1,1,58,"B",53,1,"S",100
"1334",58,"B",54,1,0,58,"B",54,1,"S",100
"1335",58,"B",55,1,0,58,"B",55,1,"S",100
"1336",58,"B",56,1,1,58,"B",56,1,"S",100
"1337",58,"B",57,1,0,58,"B",57,1,"S",100
"1338",58,"B",58,1,0,58,"B",58,1,"S",0
"1339",58,"B",59,1,0,58,"B",59,1,"S",100
"1340",58,"B",60,1,0,58,"B",60,1,"S",100
"1341",58,"B",61,1,0,58,"B",61,1,"U",50
"1342",58,"B",62,1,0,58,"B",62,1,"U",100
"1343",58,"B",63,1,0,58,"B",63,1,"U",20
"1344",58,"B",64,1,0,58,"B",64,1,"U",10
"1345",58,"B",65,1,0,58,"B",65,1,"U",30
"1346",58,"B",66,1,0,58,"B",66,1,"U",29
"1347",58,"B",67,1,0,58,"B",67,1,"U",20
"1348",58,"B",68,1,0,58,"B",68,1,"U",20
"1349",58,"B",69,1,0,58,"B",69,1,"U",20
"1350",58,"B",70,1,0,58,"B",70,1,"U",83
"1351",58,"B",71,1,0,58,"B",71,1,"U",50
"1352",58,"B",72,1,0,58,"B",72,1,"U",0
"1353",58,"B",73,1,0,58,"B",73,1,"U",40
"1354",58,"B",74,1,0,58,"B",74,1,"U",20
"1355",58,"B",75,1,0,58,"B",75,1,"U",20
"1356",58,"B",76,1,0,58,"B",76,1,"U",40
"1357",58,"B",77,1,1,58,"B",77,1,"U",30
"1358",58,"B",78,1,1,58,"B",78,1,"U",50
"1359",58,"B",79,1,0,58,"B",79,1,"U",20
"1360",58,"B",80,1,0,58,"B",80,1,"U",10
"1361",62,"B",1,1,1,62,"B",1,1,"F",34
"1362",62,"B",2,1,1,62,"B",2,1,"F",67
"1363",62,"B",3,1,1,62,"B",3,1,"F",90
"1364",62,"B",4,1,1,62,"B",4,1,"F",69
"1365",62,"B",5,1,1,62,"B",5,1,"F",99
"1366",62,"B",6,1,1,62,"B",6,1,"F",67
"1367",62,"B",7,1,1,62,"B",7,1,"F",78
"1368",62,"B",8,1,0,62,"B",8,1,"F",89
"1369",62,"B",9,1,1,62,"B",9,1,"F",78
"1370",62,"B",10,1,1,62,"B",10,1,"F",89
"1371",62,"B",11,1,1,62,"B",11,1,"F",67
"1372",62,"B",12,1,1,62,"B",12,1,"F",47
"1373",62,"B",13,1,1,62,"B",13,1,"F",78
"1374",62,"B",14,1,0,62,"B",14,1,"F",99
"1375",62,"B",15,1,1,62,"B",15,1,"F",100
"1376",62,"B",16,1,1,62,"B",16,1,"F",90
"1377",62,"B",17,1,1,62,"B",17,1,"F",67
"1378",62,"B",18,1,1,62,"B",18,1,"F",56
"1379",62,"B",19,1,1,62,"B",19,1,"F",80
"1380",62,"B",20,1,1,62,"B",20,1,"F",78
"1381",62,"B",21,1,0,62,"B",21,1,"B",67
"1382",62,"B",22,1,0,62,"B",22,1,"B",89
"1383",62,"B",23,1,0,62,"B",23,1,"B",78
"1384",62,"B",24,1,0,62,"B",24,1,"B",56
"1385",62,"B",25,1,0,62,"B",25,1,"B",90
"1386",62,"B",26,1,1,62,"B",26,1,"B",11
"1387",62,"B",27,1,0,62,"B",27,1,"B",3
"1388",62,"B",28,1,1,62,"B",28,1,"B",90
"1389",62,"B",29,1,0,62,"B",29,1,"B",45
"1390",62,"B",30,1,1,62,"B",30,1,"B",99
"1391",62,"B",31,1,0,62,"B",31,1,"B",65
"1392",62,"B",32,1,1,62,"B",32,1,"B",34
"1393",62,"B",33,1,1,62,"B",33,1,"B",100
"1394",62,"B",34,1,1,62,"B",34,1,"B",100
"1395",62,"B",35,1,1,62,"B",35,1,"B",34
"1396",62,"B",36,1,0,62,"B",36,1,"B",44
"1397",62,"B",37,1,0,62,"B",37,1,"B",10
"1398",62,"B",38,1,0,62,"B",38,1,"B",76
"1399",62,"B",39,1,0,62,"B",39,1,"B",90
"1400",62,"B",40,1,0,62,"B",40,1,"B",45
"1401",62,"B",41,1,1,62,"B",41,1,"S",89
"1402",62,"B",42,1,1,62,"B",42,1,"S",99
"1403",62,"B",43,1,1,62,"B",43,1,"S",1
"1404",62,"B",44,1,1,62,"B",44,1,"S",98
"1405",62,"B",45,1,1,62,"B",45,1,"S",13
"1406",62,"B",46,1,1,62,"B",46,1,"S",55
"1407",62,"B",47,1,1,62,"B",47,1,"S",45
"1408",62,"B",48,1,0,62,"B",48,1,"S",99
"1409",62,"B",49,1,1,62,"B",49,1,"S",66
"1410",62,"B",50,1,1,62,"B",50,1,"S",99
"1411",62,"B",51,1,1,62,"B",51,1,"S",56
"1412",62,"B",52,1,1,62,"B",52,1,"S",54
"1413",62,"B",53,1,0,62,"B",53,1,"S",89
"1414",62,"B",54,1,1,62,"B",54,1,"S",45
"1415",62,"B",55,1,1,62,"B",55,1,"S",34
"1416",62,"B",56,1,1,62,"B",56,1,"S",12
"1417",62,"B",57,1,1,62,"B",57,1,"S",89
"1418",62,"B",58,1,1,62,"B",58,1,"S",12
"1419",62,"B",59,1,0,62,"B",59,1,"S",23
"1420",62,"B",60,1,1,62,"B",60,1,"S",90
"1421",62,"B",61,1,0,62,"B",61,1,"U",23
"1422",62,"B",62,1,0,62,"B",62,1,"U",32
"1423",62,"B",63,1,0,62,"B",63,1,"U",10
"1424",62,"B",64,1,1,62,"B",64,1,"U",10
"1425",62,"B",65,1,1,62,"B",65,1,"U",10
"1426",62,"B",66,1,0,62,"B",66,1,"U",23
"1427",62,"B",67,1,1,62,"B",67,1,"U",10
"1428",62,"B",68,1,0,62,"B",68,1,"U",20
"1429",62,"B",69,1,0,62,"B",69,1,"U",10
"1430",62,"B",70,1,0,62,"B",70,1,"U",10
"1431",62,"B",71,1,1,62,"B",71,1,"U",10
"1432",62,"B",72,1,0,62,"B",72,1,"U",0
"1433",62,"B",73,1,0,62,"B",73,1,"U",12
"1434",62,"B",74,1,0,62,"B",74,1,"U",9
"1435",62,"B",75,1,0,62,"B",75,1,"U",11
"1436",62,"B",76,1,0,62,"B",76,1,"U",12
"1437",62,"B",77,1,1,62,"B",77,1,"U",10
"1438",62,"B",78,1,1,62,"B",78,1,"U",11
"1439",62,"B",79,1,0,62,"B",79,1,"U",0
"1440",62,"B",80,1,0,62,"B",80,1,"U",10
"1441",66,"B",1,1,0,66,"B",1,1,"F",95
"1442",66,"B",2,1,1,66,"B",2,1,"F",23
"1443",66,"B",3,1,0,66,"B",3,1,"F",50
"1444",66,"B",4,1,1,66,"B",4,1,"F",50
"1445",66,"B",5,1,0,66,"B",5,1,"F",12
"1446",66,"B",6,1,0,66,"B",6,1,"F",0
"1447",66,"B",7,1,0,66,"B",7,1,"F",15
"1448",66,"B",8,1,0,66,"B",8,1,"F",1
"1449",66,"B",9,1,1,66,"B",9,1,"F",100
"1450",66,"B",10,1,1,66,"B",10,1,"F",45
"1451",66,"B",11,1,1,66,"B",11,1,"F",20
"1452",66,"B",12,1,1,66,"B",12,1,"F",23
"1453",66,"B",13,1,0,66,"B",13,1,"F",100
"1454",66,"B",14,1,1,66,"B",14,1,"F",65
"1455",66,"B",15,1,1,66,"B",15,1,"F",95
"1456",66,"B",16,1,0,66,"B",16,1,"F",100
"1457",66,"B",17,1,0,66,"B",17,1,"F",45
"1458",66,"B",18,1,0,66,"B",18,1,"F",60
"1459",66,"B",19,1,1,66,"B",19,1,"F",50
"1460",66,"B",20,1,1,66,"B",20,1,"F",25
"1461",66,"B",21,1,0,66,"B",21,1,"B",15
"1462",66,"B",22,1,0,66,"B",22,1,"B",80
"1463",66,"B",23,1,0,66,"B",23,1,"B",3
"1464",66,"B",24,1,1,66,"B",24,1,"B",56
"1465",66,"B",25,1,0,66,"B",25,1,"B",95
"1466",66,"B",26,1,0,66,"B",26,1,"B",70
"1467",66,"B",27,1,0,66,"B",27,1,"B",60
"1468",66,"B",28,1,0,66,"B",28,1,"B",95
"1469",66,"B",29,1,0,66,"B",29,1,"B",100
"1470",66,"B",30,1,0,66,"B",30,1,"B",90
"1471",66,"B",31,1,0,66,"B",31,1,"B",80
"1472",66,"B",32,1,1,66,"B",32,1,"B",28
"1473",66,"B",33,1,1,66,"B",33,1,"B",100
"1474",66,"B",34,1,0,66,"B",34,1,"B",23
"1475",66,"B",35,1,1,66,"B",35,1,"B",23
"1476",66,"B",36,1,1,66,"B",36,1,"B",100
"1477",66,"B",37,1,0,66,"B",37,1,"B",30
"1478",66,"B",38,1,0,66,"B",38,1,"B",100
"1479",66,"B",39,1,0,66,"B",39,1,"B",100
"1480",66,"B",40,1,0,66,"B",40,1,"B",80
"1481",66,"B",41,1,0,66,"B",41,1,"S",23
"1482",66,"B",42,1,0,66,"B",42,1,"S",100
"1483",66,"B",43,1,0,66,"B",43,1,"S",30
"1484",66,"B",44,1,1,66,"B",44,1,"S",60
"1485",66,"B",45,1,0,66,"B",45,1,"S",96
"1486",66,"B",46,1,0,66,"B",46,1,"S",70
"1487",66,"B",47,1,1,66,"B",47,1,"S",100
"1488",66,"B",48,1,0,66,"B",48,1,"S",100
"1489",66,"B",49,1,0,66,"B",49,1,"S",10
"1490",66,"B",50,1,1,66,"B",50,1,"S",95
"1491",66,"B",51,1,1,66,"B",51,1,"S",23
"1492",66,"B",52,1,1,66,"B",52,1,"S",75
"1493",66,"B",53,1,1,66,"B",53,1,"S",95
"1494",66,"B",54,1,0,66,"B",54,1,"S",100
"1495",66,"B",55,1,0,66,"B",55,1,"S",25
"1496",66,"B",56,1,1,66,"B",56,1,"S",50
"1497",66,"B",57,1,0,66,"B",57,1,"S",90
"1498",66,"B",58,1,1,66,"B",58,1,"S",5
"1499",66,"B",59,1,1,66,"B",59,1,"S",100
"1500",66,"B",60,1,1,66,"B",60,1,"S",90
"1501",66,"B",61,1,0,66,"B",61,1,"U",50
"1502",66,"B",62,1,0,66,"B",62,1,"U",23
"1503",66,"B",63,1,0,66,"B",63,1,"U",45
"1504",66,"B",64,1,0,66,"B",64,1,"U",25
"1505",66,"B",65,1,0,66,"B",65,1,"U",1
"1506",66,"B",66,1,0,66,"B",66,1,"U",10
"1507",66,"B",67,1,1,66,"B",67,1,"U",15
"1508",66,"B",68,1,0,66,"B",68,1,"U",0
"1509",66,"B",69,1,0,66,"B",69,1,"U",23
"1510",66,"B",70,1,0,66,"B",70,1,"U",10
"1511",66,"B",71,1,0,66,"B",71,1,"U",5
"1512",66,"B",72,1,0,66,"B",72,1,"U",25
"1513",66,"B",73,1,0,66,"B",73,1,"U",90
"1514",66,"B",74,1,0,66,"B",74,1,"U",50
"1515",66,"B",75,1,0,66,"B",75,1,"U",12
"1516",66,"B",76,1,0,66,"B",76,1,"U",0
"1517",66,"B",77,1,0,66,"B",77,1,"U",5
"1518",66,"B",78,1,0,66,"B",78,1,"U",10
"1519",66,"B",79,1,0,66,"B",79,1,"U",10
"1520",66,"B",80,1,0,66,"B",80,1,"U",35
"1521",70,"B",1,1,1,70,"B",1,1,"F",99
"1522",70,"B",2,1,1,70,"B",2,1,"F",17
"1523",70,"B",3,1,1,70,"B",3,1,"F",92
"1524",70,"B",4,1,1,70,"B",4,1,"F",90
"1525",70,"B",5,1,1,70,"B",5,1,"F",95
"1526",70,"B",6,1,0,70,"B",6,1,"F",56
"1527",70,"B",7,1,0,70,"B",7,1,"F",75
"1528",70,"B",8,1,1,70,"B",8,1,"F",97
"1529",70,"B",9,1,1,70,"B",9,1,"F",70
"1530",70,"B",10,1,1,70,"B",10,1,"F",88
"1531",70,"B",11,1,1,70,"B",11,1,"F",100
"1532",70,"B",12,1,1,70,"B",12,1,"F",99
"1533",70,"B",13,1,1,70,"B",13,1,"F",69
"1534",70,"B",14,1,1,70,"B",14,1,"F",60
"1535",70,"B",15,1,1,70,"B",15,1,"F",5
"1536",70,"B",16,1,0,70,"B",16,1,"F",91
"1537",70,"B",17,1,1,70,"B",17,1,"F",90
"1538",70,"B",18,1,0,70,"B",18,1,"F",50
"1539",70,"B",19,1,0,70,"B",19,1,"F",55
"1540",70,"B",20,1,1,70,"B",20,1,"F",99
"1541",70,"B",21,1,0,70,"B",21,1,"B",92
"1542",70,"B",22,1,1,70,"B",22,1,"B",89
"1543",70,"B",23,1,0,70,"B",23,1,"B",78
"1544",70,"B",24,1,0,70,"B",24,1,"B",93
"1545",70,"B",25,1,1,70,"B",25,1,"B",88
"1546",70,"B",26,1,0,70,"B",26,1,"B",10
"1547",70,"B",27,1,0,70,"B",27,1,"B",40
"1548",70,"B",28,1,0,70,"B",28,1,"B",95
"1549",70,"B",29,1,1,70,"B",29,1,"B",98
"1550",70,"B",30,1,1,70,"B",30,1,"B",80
"1551",70,"B",31,1,0,70,"B",31,1,"B",84
"1552",70,"B",32,1,1,70,"B",32,1,"B",94
"1553",70,"B",33,1,1,70,"B",33,1,"B",99
"1554",70,"B",34,1,1,70,"B",34,1,"B",70
"1555",70,"B",35,1,0,70,"B",35,1,"B",78
"1556",70,"B",36,1,1,70,"B",36,1,"B",89
"1557",70,"B",37,1,0,70,"B",37,1,"B",90
"1558",70,"B",38,1,0,70,"B",38,1,"B",98
"1559",70,"B",39,1,1,70,"B",39,1,"B",99
"1560",70,"B",40,1,1,70,"B",40,1,"B",88
"1561",70,"B",41,1,1,70,"B",41,1,"S",92
"1562",70,"B",42,1,0,70,"B",42,1,"S",30
"1563",70,"B",43,1,1,70,"B",43,1,"S",3
"1564",70,"B",44,1,1,70,"B",44,1,"S",95
"1565",70,"B",45,1,1,70,"B",45,1,"S",98
"1566",70,"B",46,1,1,70,"B",46,1,"S",92
"1567",70,"B",47,1,1,70,"B",47,1,"S",87
"1568",70,"B",48,1,0,70,"B",48,1,"S",95
"1569",70,"B",49,1,1,70,"B",49,1,"S",100
"1570",70,"B",50,1,1,70,"B",50,1,"S",89
"1571",70,"B",51,1,1,70,"B",51,1,"S",91
"1572",70,"B",52,1,1,70,"B",52,1,"S",79
"1573",70,"B",53,1,0,70,"B",53,1,"S",94
"1574",70,"B",54,1,1,70,"B",54,1,"S",90
"1575",70,"B",55,1,0,70,"B",55,1,"S",92
"1576",70,"B",56,1,1,70,"B",56,1,"S",97
"1577",70,"B",57,1,1,70,"B",57,1,"S",100
"1578",70,"B",58,1,0,70,"B",58,1,"S",75
"1579",70,"B",59,1,1,70,"B",59,1,"S",100
"1580",70,"B",60,1,1,70,"B",60,1,"S",99
"1581",70,"B",61,1,0,70,"B",61,1,"U",45
"1582",70,"B",62,1,0,70,"B",62,1,"U",89
"1583",70,"B",63,1,0,70,"B",63,1,"U",1
"1584",70,"B",64,1,0,70,"B",64,1,"U",3
"1585",70,"B",65,1,0,70,"B",65,1,"U",5
"1586",70,"B",66,1,0,70,"B",66,1,"U",2
"1587",70,"B",67,1,1,70,"B",67,1,"U",10
"1588",70,"B",68,1,0,70,"B",68,1,"U",6
"1589",70,"B",69,1,0,70,"B",69,1,"U",20
"1590",70,"B",70,1,0,70,"B",70,1,"U",6
"1591",70,"B",71,1,0,70,"B",71,1,"U",2
"1592",70,"B",72,1,0,70,"B",72,1,"U",65
"1593",70,"B",73,1,0,70,"B",73,1,"U",7
"1594",70,"B",74,1,0,70,"B",74,1,"U",4
"1595",70,"B",75,1,0,70,"B",75,1,"U",20
"1596",70,"B",76,1,0,70,"B",76,1,"U",3
"1597",70,"B",77,1,1,70,"B",77,1,"U",62
"1598",70,"B",78,1,1,70,"B",78,1,"U",3
"1599",70,"B",79,1,0,70,"B",79,1,"U",43
"1600",70,"B",80,1,0,70,"B",80,1,"U",15
"1601",38,"B",1,2,1,38,"B",1,2,"F",20
"1602",38,"B",2,2,1,38,"B",2,2,"F",70
"1603",38,"B",3,2,1,38,"B",3,2,"F",20
"1604",38,"B",4,2,0,38,"B",4,2,"F",20
"1605",38,"B",5,2,0,38,"B",5,2,"F",60
"1606",38,"B",6,2,0,38,"B",6,2,"F",60
"1607",38,"B",7,2,0,38,"B",7,2,"F",10
"1608",38,"B",8,2,1,38,"B",8,2,"F",60
"1609",38,"B",9,2,0,38,"B",9,2,"F",50
"1610",38,"B",10,2,1,38,"B",10,2,"F",40
"1611",38,"B",11,2,0,38,"B",11,2,"F",100
"1612",38,"B",12,2,1,38,"B",12,2,"F",60
"1613",38,"B",13,2,0,38,"B",13,2,"F",30
"1614",38,"B",14,2,0,38,"B",14,2,"F",30
"1615",38,"B",15,2,0,38,"B",15,2,"F",50
"1616",38,"B",16,2,0,38,"B",16,2,"F",20
"1617",38,"B",17,2,0,38,"B",17,2,"F",50
"1618",38,"B",18,2,1,38,"B",18,2,"F",100
"1619",38,"B",19,2,1,38,"B",19,2,"F",30
"1620",38,"B",20,2,1,38,"B",20,2,"F",50
"1621",38,"B",21,2,0,38,"B",21,2,"B",10
"1622",38,"B",22,2,0,38,"B",22,2,"B",50
"1623",38,"B",23,2,0,38,"B",23,2,"B",30
"1624",38,"B",24,2,0,38,"B",24,2,"B",40
"1625",38,"B",25,2,0,38,"B",25,2,"B",60
"1626",38,"B",26,2,0,38,"B",26,2,"B",30
"1627",38,"B",27,2,0,38,"B",27,2,"B",30
"1628",38,"B",28,2,0,38,"B",28,2,"B",60
"1629",38,"B",29,2,0,38,"B",29,2,"B",60
"1630",38,"B",30,2,0,38,"B",30,2,"B",30
"1631",38,"B",31,2,0,38,"B",31,2,"B",30
"1632",38,"B",32,2,1,38,"B",32,2,"B",30
"1633",38,"B",33,2,0,38,"B",33,2,"B",70
"1634",38,"B",34,2,0,38,"B",34,2,"B",30
"1635",38,"B",35,2,0,38,"B",35,2,"B",50
"1636",38,"B",36,2,0,38,"B",36,2,"B",60
"1637",38,"B",37,2,0,38,"B",37,2,"B",40
"1638",38,"B",38,2,1,38,"B",38,2,"B",70
"1639",38,"B",39,2,0,38,"B",39,2,"B",50
"1640",38,"B",40,2,0,38,"B",40,2,"B",50
"1641",38,"B",41,2,0,38,"B",41,2,"S",10
"1642",38,"B",42,2,0,38,"B",42,2,"S",20
"1643",38,"B",43,2,0,38,"B",43,2,"S",50
"1644",38,"B",44,2,1,38,"B",44,2,"S",80
"1645",38,"B",45,2,1,38,"B",45,2,"S",30
"1646",38,"B",46,2,1,38,"B",46,2,"S",30
"1647",38,"B",47,2,0,38,"B",47,2,"S",80
"1648",38,"B",48,2,1,38,"B",48,2,"S",40
"1649",38,"B",49,2,0,38,"B",49,2,"S",30
"1650",38,"B",50,2,0,38,"B",50,2,"S",90
"1651",38,"B",51,2,0,38,"B",51,2,"S",80
"1652",38,"B",52,2,0,38,"B",52,2,"S",10
"1653",38,"B",53,2,1,38,"B",53,2,"S",40
"1654",38,"B",54,2,0,38,"B",54,2,"S",60
"1655",38,"B",55,2,0,38,"B",55,2,"S",40
"1656",38,"B",56,2,1,38,"B",56,2,"S",50
"1657",38,"B",57,2,1,38,"B",57,2,"S",40
"1658",38,"B",58,2,1,38,"B",58,2,"S",50
"1659",38,"B",59,2,1,38,"B",59,2,"S",80
"1660",38,"B",60,2,1,38,"B",60,2,"S",80
"1661",38,"B",61,2,0,38,"B",61,2,"U",20
"1662",38,"B",62,2,0,38,"B",62,2,"U",20
"1663",38,"B",63,2,0,38,"B",63,2,"U",10
"1664",38,"B",64,2,0,38,"B",64,2,"U",10
"1665",38,"B",65,2,0,38,"B",65,2,"U",20
"1666",38,"B",66,2,0,38,"B",66,2,"U",20
"1667",38,"B",67,2,0,38,"B",67,2,"U",10
"1668",38,"B",68,2,0,38,"B",68,2,"U",40
"1669",38,"B",69,2,0,38,"B",69,2,"U",10
"1670",38,"B",70,2,0,38,"B",70,2,"U",10
"1671",38,"B",71,2,1,38,"B",71,2,"U",20
"1672",38,"B",72,2,0,38,"B",72,2,"U",10
"1673",38,"B",73,2,0,38,"B",73,2,"U",90
"1674",38,"B",74,2,0,38,"B",74,2,"U",40
"1675",38,"B",75,2,0,38,"B",75,2,"U",10
"1676",38,"B",76,2,0,38,"B",76,2,"U",10
"1677",38,"B",77,2,0,38,"B",77,2,"U",10
"1678",38,"B",78,2,0,38,"B",78,2,"U",20
"1679",38,"B",79,2,0,38,"B",79,2,"U",40
"1680",38,"B",80,2,0,38,"B",80,2,"U",10
"1681",46,"B",1,2,1,46,"B",1,2,"F",100
"1682",46,"B",2,2,1,46,"B",2,2,"F",75
"1683",46,"B",3,2,1,46,"B",3,2,"F",88
"1684",46,"B",4,2,1,46,"B",4,2,"F",25
"1685",46,"B",5,2,1,46,"B",5,2,"F",100
"1686",46,"B",6,2,1,46,"B",6,2,"F",100
"1687",46,"B",7,2,0,46,"B",7,2,"F",95
"1688",46,"B",8,2,1,46,"B",8,2,"F",95
"1689",46,"B",9,2,1,46,"B",9,2,"F",95
"1690",46,"B",10,2,1,46,"B",10,2,"F",100
"1691",46,"B",11,2,1,46,"B",11,2,"F",100
"1692",46,"B",12,2,1,46,"B",12,2,"F",5
"1693",46,"B",13,2,1,46,"B",13,2,"F",85
"1694",46,"B",14,2,1,46,"B",14,2,"F",100
"1695",46,"B",15,2,1,46,"B",15,2,"F",95
"1696",46,"B",16,2,1,46,"B",16,2,"F",50
"1697",46,"B",17,2,1,46,"B",17,2,"F",100
"1698",46,"B",18,2,1,46,"B",18,2,"F",100
"1699",46,"B",19,2,1,46,"B",19,2,"F",90
"1700",46,"B",20,2,1,46,"B",20,2,"F",100
"1701",46,"B",21,2,0,46,"B",21,2,"B",75
"1702",46,"B",22,2,0,46,"B",22,2,"B",95
"1703",46,"B",23,2,1,46,"B",23,2,"B",100
"1704",46,"B",24,2,0,46,"B",24,2,"B",5
"1705",46,"B",25,2,1,46,"B",25,2,"B",100
"1706",46,"B",26,2,1,46,"B",26,2,"B",100
"1707",46,"B",27,2,1,46,"B",27,2,"B",100
"1708",46,"B",28,2,1,46,"B",28,2,"B",100
"1709",46,"B",29,2,1,46,"B",29,2,"B",100
"1710",46,"B",30,2,1,46,"B",30,2,"B",100
"1711",46,"B",31,2,1,46,"B",31,2,"B",95
"1712",46,"B",32,2,1,46,"B",32,2,"B",100
"1713",46,"B",33,2,0,46,"B",33,2,"B",100
"1714",46,"B",34,2,0,46,"B",34,2,"B",100
"1715",46,"B",35,2,1,46,"B",35,2,"B",45
"1716",46,"B",36,2,1,46,"B",36,2,"B",100
"1717",46,"B",37,2,1,46,"B",37,2,"B",95
"1718",46,"B",38,2,0,46,"B",38,2,"B",90
"1719",46,"B",39,2,1,46,"B",39,2,"B",100
"1720",46,"B",40,2,1,46,"B",40,2,"B",100
"1721",46,"B",41,2,1,46,"B",41,2,"S",5
"1722",46,"B",42,2,1,46,"B",42,2,"S",50
"1723",46,"B",43,2,1,46,"B",43,2,"S",95
"1724",46,"B",44,2,1,46,"B",44,2,"S",100
"1725",46,"B",45,2,1,46,"B",45,2,"S",100
"1726",46,"B",46,2,1,46,"B",46,2,"S",45
"1727",46,"B",47,2,1,46,"B",47,2,"S",100
"1728",46,"B",48,2,1,46,"B",48,2,"S",25
"1729",46,"B",49,2,1,46,"B",49,2,"S",100
"1730",46,"B",50,2,1,46,"B",50,2,"S",75
"1731",46,"B",51,2,1,46,"B",51,2,"S",100
"1732",46,"B",52,2,1,46,"B",52,2,"S",100
"1733",46,"B",53,2,1,46,"B",53,2,"S",100
"1734",46,"B",54,2,1,46,"B",54,2,"S",100
"1735",46,"B",55,2,0,46,"B",55,2,"S",100
"1736",46,"B",56,2,0,46,"B",56,2,"S",87
"1737",46,"B",57,2,1,46,"B",57,2,"S",95
"1738",46,"B",58,2,1,46,"B",58,2,"S",100
"1739",46,"B",59,2,1,46,"B",59,2,"S",25
"1740",46,"B",60,2,1,46,"B",60,2,"S",100
"1741",46,"B",61,2,0,46,"B",61,2,"U",5
"1742",46,"B",62,2,0,46,"B",62,2,"U",10
"1743",46,"B",63,2,1,46,"B",63,2,"U",35
"1744",46,"B",64,2,0,46,"B",64,2,"U",5
"1745",46,"B",65,2,1,46,"B",65,2,"U",25
"1746",46,"B",66,2,0,46,"B",66,2,"U",25
"1747",46,"B",67,2,1,46,"B",67,2,"U",10
"1748",46,"B",68,2,0,46,"B",68,2,"U",10
"1749",46,"B",69,2,0,46,"B",69,2,"U",20
"1750",46,"B",70,2,1,46,"B",70,2,"U",23
"1751",46,"B",71,2,1,46,"B",71,2,"U",23
"1752",46,"B",72,2,1,46,"B",72,2,"U",5
"1753",46,"B",73,2,0,46,"B",73,2,"U",5
"1754",46,"B",74,2,1,46,"B",74,2,"U",43
"1755",46,"B",75,2,0,46,"B",75,2,"U",35
"1756",46,"B",76,2,1,46,"B",76,2,"U",20
