Subject,Block,ListNum,cue_target,cue_target,Task,RT,Direction
6,1,44,Candle - ?,Candle ,Recall,1926,S
6,1,45,Wrist - ?,Wrist ,Recall,2477,S
6,1,46,Element - ?,Element ,Recall,6902,S
6,1,47,Gone - ?,Gone ,Recall,3992,S
6,1,48,Water,Water,Recall,3492,S
6,1,49,Earth - ?,Earth ,Recall,2261,S
6,1,50,Alone - ?,Alone ,Recall,6846,S
6,1,51,Dry - ?,Dry ,Recall,3059,S
6,1,52,Safety - ?,Safety ,Recall,4041,S
6,1,53,Truth - ?,Truth ,Recall,1187,S
6,1,54,Phone - ?,Phone ,Recall,5439,S
6,1,55,Rod - ?,Rod ,Recall,4029,S
6,1,56,Flea - ?,Flea ,Recall,2463,S
6,1,57,Loud - ?,Loud ,Recall,1547,S
6,1,58,Own - ?,Own ,Recall,5147,S
6,1,59,Tantrum - ?,Tantrum ,Recall,4007,S
6,1,60,Sun - ?,Sun ,Recall,2344,S
6,1,61,Justice - ?,Justice ,Recall,1892,U
6,1,62,Stretch - ?,Stretch ,Recall,4240,U
6,1,63,Give - ?,Give ,Recall,3741,U
6,1,64,Maze - ?,Maze ,Recall,2676,U
6,1,65,Vehicle - ?,Vehicle ,Recall,1801,U
6,1,66,Meat - ?,Meat ,Recall,5508,U
6,1,67,Crackle - ?,Crackle ,Recall,3367,U
6,1,68,Shell - ?,Shell ,Recall,2040,U
6,1,69,Listen - ?,Listen ,Recall,1923,U
6,1,70,Keys - ?,Keys ,Recall,6043,U
6,1,71,Cake - ?,Cake ,Recall,3125,U
6,1,72,Name - ?,Name ,Recall,1936,U
6,1,73,Fuzzy - ?,Fuzzy ,Recall,5436,U
6,1,74,Moat - ?,Moat ,Recall,6480,U
6,1,75,Lease - ?,Lease ,Recall,2933,U
6,1,76,Loan - ?,Loan ,Recall,4409,U
6,1,77,Both - ?,Both ,Recall,1838,U
6,1,78,Temperature - ?,Temperature ,Recall,5597,U
6,1,79,Mirror - ?,Mirror ,Recall,3661,U
6,1,80,Main - ?,Main ,Recall,2294,U
6,2,1,Delinquent - ?,Delinquent ,Recall,5418,F
6,2,2,Digestion - ?,Digestion ,Recall,3828,F
6,2,3,Wage - ?,Wage ,Recall,9953,F
6,2,4,Chisel - ?,Chisel ,Recall,3383,F
6,2,5,Editor - ?,Editor ,Recall,4012,F
6,2,6,Hornet - ?,Hornet ,Recall,2794,F
6,2,7,Bitter - ?,Bitter ,Recall,10737,F
6,2,8,Root - ?,Root ,Recall,5251,F
6,2,9,Swan - ?,Swan ,Recall,4231,F
6,2,10,Paw - ?,Paw ,Recall,2480,F
6,2,11,Way - ?,Way ,Recall,5961,F
6,2,12,Hygiene - ?,Hygiene ,Recall,6384,F
6,2,13,Bridge - ?,Bridge ,Recall,3731,F
6,2,14,Geology - ?,Geology ,Recall,2612,F
6,2,15,Revolution - ?,Revolution ,Recall,9250,F
6,2,16,Discussion - ?,Discussion ,Recall,3074,F
6,2,17,Herd - ?,Herd ,Recall,3312,F
6,2,18,Credit - ?,Credit ,Recall,2595,F
6,2,19,Orchid - ?,Orchid ,Recall,9165,F
6,2,20,Tuna - ?,Tuna ,Recall,4953,F
6,2,21,Full - ?,Full ,Recall,3233,B
6,2,22,Drink - ?,Drink ,Recall,2984,B
6,2,23,Dark - ?,Dark ,Recall,11569,B
6,2,24,Take - ?,Take ,Recall,5997,B
6,2,25,Height - ?,Height ,Recall,2877,B
6,2,26,Sentence - ?,Sentence ,Recall,1886,B
6,2,27,Bug - ?,Bug ,Recall,10712,B
6,2,28,Math - ?,Math ,Recall,3860,B
6,2,29,Law - ?,Law ,Recall,3595,B
6,2,30,Great - ?,Great ,Recall,3150,B
6,2,31,Key - ?,Key ,Recall,13431,B
6,2,32,Hot - ?,Hot ,Recall,4760,B
6,2,33,Ball - ?,Ball ,Recall,4039,B
6,2,34,Work - ?,Work ,Recall,2567,B
6,2,35,Hunger - ?,Hunger ,Recall,7503,B
6,2,36,Sleep - ?,Sleep ,Recall,9340,B
6,2,37,Smell - ?,Smell ,Recall,3441,B
6,2,38,Clothes - ?,Clothes ,Recall,3318,B
6,2,39,Plane - ?,Plane ,Recall,12601,B
6,2,40,Fire - ?,Fire ,Recall,4081,B
6,2,41,Due - ?,Due ,Recall,5624,S
6,2,42,Number - ?,Number ,Recall,3641,S
6,2,43,Location - ?,Location ,Recall,9974,S
6,2,44,Dump - ?,Dump ,Recall,3674,S
6,2,45,Trial - ?,Trial ,Recall,3863,S
6,2,46,Architecture - ?,Architecture ,Recall,2532,S
6,2,47,Grill - ?,Grill ,Recall,9865,S
6,2,48,Kidney - ?,Kidney ,Recall,5549,S
6,2,49,Begin - ?,Begin ,Recall,3565,S
6,2,50,Blow - ?,Blow ,Recall,2261,S
6,2,51,Pop - ?,Pop ,Recall,8284,S
6,2,52,Wine - ?,Wine ,Recall,6052,S
6,2,53,Bathroom - ?,Bathroom ,Recall,2476,S
6,2,54,Choice - ?,Choice ,Recall,2604,S
6,2,55,Shoe - ?,Shoe ,Recall,26901,S
6,2,56,Lettuce - ?,Lettuce ,Recall,3526,S
6,2,57,Meaning - ?,Meaning ,Recall,2519,S
6,2,58,Honey - ?,Honey ,Recall,2416,S
6,2,59,Baby - ?,Baby ,Recall,7336,S
6,2,60,Circle - ?,Circle ,Recall,4412,S
6,2,61,Pusher - ?,Pusher ,Recall,2726,U
6,2,62,Dietary - ?,Dietary ,Recall,2416,U
6,2,63,Park - ?,Park ,Recall,8318,U
6,2,64,Lift - ?,Lift ,Recall,3799,U
6,2,65,Soon - ?,Soon ,Recall,2979,U
6,2,66,Discover - ?,Discover ,Recall,2267,U
6,2,67,Death - ?,Death ,Recall,8140,U
6,2,68,Debate - ?,Debate ,Recall,2801,U
6,2,69,Artery - ?,Artery ,Recall,3362,U
6,2,70,Fix - ?,Fix ,Recall,2318,U
6,2,71,Machine - ?,Machine ,Recall,6064,U
6,2,72,Happy - ?,Happy ,Recall,2841,U
6,2,73,Allow - ?,Allow ,Recall,2450,U
6,2,74,Art - ?,Art ,Recall,2067,U
6,2,75,Strong - ?,Strong ,Recall,5259,U
6,2,76,Sugar - ?,Sugar ,Recall,7155,U
6,2,77,Valley - ?,Valley ,Recall,3084,U
6,2,78,Cash - ?,Cash ,Recall,2368,U
6,2,79,Hide - ?,Hide ,Recall,8160,U
6,2,80,King - ?,King ,Recall,3235,U
7,1,1,Enough - Full,Enough ,JOL,2468,F
7,1,2,Sip - Drink,Sip ,JOL,10148,F
7,1,3,Cave - Dark,Cave ,JOL,5982,F
7,1,4,Seize - Take,Seize ,JOL,2209,F
7,1,5,Growth - Height,Growth ,JOL,2595,F
7,1,6,Word - Sentence,Word ,JOL,6732,F
7,1,7,Wasp - Bug,Wasp ,JOL,4356,F
7,1,8,Division - Math,Division ,JOL,3627,F
7,1,9,Attorney - Law,Attorney ,JOL,2649,F
7,1,10,Fantastic - Great,Fantastic ,JOL,7309,F
7,1,11,Latch - Key,Latch ,JOL,3595,F
7,1,12,Chili - Hot,Chili ,JOL,3623,F
7,1,13,Racket - Ball,Racket ,JOL,2273,F
7,1,14,Chore - Work,Chore ,JOL,6454,F
7,1,15,Famine - Hunger,Famine ,JOL,3885,F
7,1,16,Drowsy - Sleep,Drowsy ,JOL,2050,F
7,1,17,Stench - Smell,Stench ,JOL,2185,F
7,1,18,Attire - Clothes,Attire ,JOL,5904,F
7,1,19,Pilot - Plane,Pilot ,JOL,4178,F
7,1,20,Blaze - Fire,Blaze ,JOL,2850,F
7,1,21,Bad - Delinquent,Bad ,JOL,2296,B
7,1,22,Stomach - Digestion,Stomach ,JOL,4988,B
7,1,23,Money - Wage,Money ,JOL,4687,B
7,1,24,News - Editor,News ,JOL,3991,B
7,1,25,Sting - Hornet,Sting ,JOL,2053,B
7,1,26,Cold - Bitter,Cold ,JOL,6005,B
7,1,27,Plant - Root,Plant ,JOL,3364,B
7,1,28,Bird - Swan,Bird ,JOL,2833,B
7,1,29,Dog - Paw,Dog ,JOL,2327,B
7,1,30,Out - Way,Out ,JOL,6988,B
7,1,31,Clean - Hygiene,Clean ,JOL,5217,B
7,1,32,Water - Bridge,Water ,JOL,3304,B
7,1,33,Rock - Geology,Rock ,JOL,1880,B
7,1,34,War - Revolution,War ,JOL,11893,B
7,1,35,Talk - Discussion,Talk ,JOL,3804,B
7,1,36,Cow - Herd,Cow ,JOL,5635,B
7,1,37,Card - Credit,Card ,JOL,2201,B
7,1,38,Flower - Orchid,Flower ,JOL,6565,B
7,1,39,Fish - Tuna,Fish ,JOL,4747,B
7,1,40,Hammer - Chisel,Hammer ,JOL,2938,B
7,1,41,Assignment - Due,Assignment ,JOL,2953,S
7,1,42,Amount - Number,Amount ,JOL,11383,S
7,1,43,Site - Location,Site ,JOL,5469,S
7,1,44,Waste - Dump,Waste ,JOL,1984,S
7,1,45,Jury - Trial,Jury ,JOL,2527,S
7,1,46,Design - Architecture,Design ,JOL,7031,S
7,1,47,Bar - Grill,Bar ,JOL,4085,S
7,1,48,Liver - Kidney,Liver ,JOL,3631,S
7,1,49,End - Begin,End ,JOL,2276,S
7,1,50,Wind - Blow,Wind ,JOL,7483,S
7,1,51,Soda - Pop,Soda ,JOL,3109,S
7,1,52,Cheese - Wine,Cheese ,JOL,4063,S
7,1,53,Toilet - Bathroom,Toilet ,JOL,1207,S
7,1,54,Decision - Choice,Decision ,JOL,5612,S
7,1,55,Foot - Shoe,Foot ,JOL,4123,S
7,1,56,Future - Past,Future ,JOL,2497,S
7,1,57,Salad - Lettuce,Salad ,JOL,1611,S
7,1,58,Bee - Honey,Bee ,JOL,5210,S
7,1,60,Round - Circle,Round ,JOL,2399,S
7,1,61,Clutter - Pusher,Clutter ,JOL,1905,U
7,1,62,Sacking - Dietary,Sacking ,JOL,4250,U
7,1,63,Hungry - Park,Hungry ,JOL,3754,U
7,1,64,Woman - Lift,Woman ,JOL,2713,U
7,1,65,Belt - Soon,Belt ,JOL,1827,U
7,1,66,Floor - Discover,Floor ,JOL,5579,U
7,1,67,Business - Death,Business ,JOL,3467,U
7,1,68,Sight - Debate,Sight ,JOL,2071,U
7,1,69,Bronze - Artery,Bronze ,JOL,2012,U
7,1,70,Hand - Fix,Hand ,JOL,6295,U
7,1,71,Position - Machine,Position ,JOL,3130,U
7,1,72,Car - Happy,Car ,JOL,1955,U
7,1,73,Tuck - Allow,Tuck ,JOL,9286,U
7,1,74,Lion - Art,Lion ,JOL,7187,U
7,1,75,Accident - Strong,Accident ,JOL,3009,U
7,1,76,Riddle - Sugar,Riddle ,JOL,4466,U
7,1,77,Add - Valley,Add ,JOL,1867,U
7,1,78,Would - Cash,Would ,JOL,5794,U
7,1,79,Sick - Hide,Sick ,JOL,3729,U
7,1,80,Vase - King,Vase ,JOL,2334,U
7,2,1,Flip - Turn,Flip ,JOL,5619,F
7,2,2,Windshield - Car,Windshield ,JOL,3938,F
7,2,3,Villain - Bad,Villain ,JOL,10391,F
7,2,4,Penguin - Bird,Penguin ,JOL,3674,F
7,2,5,Actress - Star,Actress ,JOL,4109,F
7,2,6,Thimble - Thread,Thimble ,JOL,2848,F
7,2,7,Revenge - Even,Revenge ,JOL,11847,F
7,2,8,Balloon - Pop,Balloon ,JOL,5359,F
7,2,9,Strawberry - Fruit,Strawberry ,JOL,4382,F
7,2,10,Favorite - Best,Favorite ,JOL,2505,F
7,2,11,Panther - Cat,Panther ,JOL,6495,F
7,2,12,Breakable - Glass,Breakable ,JOL,6579,F
7,2,13,Coffin - Dead,Coffin ,JOL,3782,F
7,2,14,Aircraft - Plane,Aircraft ,JOL,2624,F
7,2,15,Sardine - Fish,Sardine ,JOL,10835,F
7,2,16,League - Baseball,League ,JOL,3144,F
7,2,17,Banker - Money,Banker ,JOL,3326,F
7,2,18,Truthful - Honest,Truthful ,JOL,2618,F
7,2,19,Nap - Sleep,Nap ,JOL,10898,F
7,2,20,Brawl - Fight,Brawl ,JOL,4965,F
7,2,21,Long - Extension,Long ,JOL,3317,B
7,2,22,Game - Clue,Game ,JOL,3014,B
7,2,23,Tie - Shoelace,Tie ,JOL,12255,B
7,2,24,Myster - Detective,Myster ,JOL,6046,B
7,2,25,End - Adjourn,End ,JOL,2950,B
7,2,26,Dog - Furry,Dog ,JOL,1903,B
7,2,27,Trash - Litter,Trash ,JOL,14051,B
7,2,28,Red - Cherry,Red ,JOL,3898,B
7,2,29,Head - Scalp,Head ,JOL,3706,B
7,2,30,Car - Driver,Car ,JOL,3214,B
7,2,31,Cut - Chop,Cut ,JOL,15815,B
7,2,32,Donkey - Mule,Donkey ,JOL,4779,B
7,2,33,Paper - Document,Paper ,JOL,4159,B
7,2,34,Smell - Incense,Smell ,JOL,2632,B
7,2,35,Eat - Dine,Eat ,JOL,8458,B
7,2,36,Scissors - Shears,Scissors ,JOL,9471,B
7,2,37,Fight - Feud,Fight ,JOL,3513,B
7,2,38,Plant - Cactus,Plant ,JOL,3320,B
7,2,39,Cold - Chill,Cold ,JOL,13498,B
7,2,40,Love - Affection,Love ,JOL,4228,B
7,2,41,Shave - Razor,Shave ,JOL,5751,S
7,2,42,Equal - Rights,Equal ,JOL,3679,S
7,2,43,Jar - Mason,Jar ,JOL,12477,S
7,2,44,Wax - Candle,Wax ,JOL,3753,S
7,2,45,Bracelet - Wrist,Bracelet ,JOL,3966,S
7,2,46,Carbon - Element,Carbon ,JOL,2562,S
7,2,47,Away - Gone,Away ,JOL,13853,S
7,2,48,Drink - Water,Drink ,JOL,5682,S
7,2,49,Ground - Earth,Ground ,JOL,3697,S
7,2,50,Lonely - Alone,Lonely ,JOL,2300,S
7,2,51,Seatbelt - Safety,Seatbelt ,JOL,317,S
7,2,52,Lie - Truth,Lie ,JOL,6195,S
7,2,53,Communication - Phone,Communication ,JOL,2508,S
7,2,54,Reel - Rod,Reel ,JOL,2610,S
7,2,55,Tick - Flea,Tick ,JOL,1018,S
7,2,56,Noise - Loud,Noise ,JOL,3594,S
7,2,57,Have - Own,Have ,JOL,2555,S
7,2,58,Temper - Tantrum,Temper ,JOL,2571,S
7,2,59,Tan - Sun,Tan ,JOL,9368,S
7,2,60,Maroon - Justice,Maroon ,JOL,4473,S
7,2,61,Cloth - Stretch,Cloth ,JOL,2765,U
7,2,62,Election - Maze,Election ,JOL,2427,U
7,2,63,Charm - Vehicle,Charm ,JOL,9322,U
7,2,64,Obtain - Meat,Obtain ,JOL,3894,U
7,2,65,Able - Crackle,Able ,JOL,3038,U
7,2,66,Shake - Shell,Shake ,JOL,2292,U
7,2,67,Fiction - Listen,Fiction ,JOL,8497,U
7,2,68,Joke - Keys,Joke ,JOL,2886,U
7,2,69,Hate - Name,Hate ,JOL,3395,U
7,2,70,Bang - Fuzzy,Bang ,JOL,2319,U
7,2,71,Clear - Moat,Clear ,JOL,6498,U
7,2,72,Wet - Dry,Wet ,JOL,2861,U
7,2,73,Steak - Give,Steak ,JOL,2521,U
7,2,74,Clothes - Cake,Clothes ,JOL,2125,U
7,2,75,Toil - Lease,Toil ,JOL,5410,U
7,2,76,Sign - Loan,Sign ,JOL,7195,U
7,2,77,Ounce - Both,Ounce ,JOL,3192,U
7,2,78,Morning - Temperature,Morning ,JOL,2401,U
7,2,79,Children - Mirror,Children ,JOL,8602,U
7,2,80,Main - Scar,Main ,JOL,3281,U
7,1,1,Enough - ?,Enough ,Recall,2624,F
7,1,2,Sip - ?,Sip ,Recall,9998,F
7,1,3,Cave - ?,Cave ,Recall,6049,F
7,1,4,Seize - ?,Seize ,Recall,2206,F
7,1,5,Growth - ?,Growth ,Recall,2581,F
7,1,6,Word - ?,Word ,Recall,6672,F
7,1,7,Wasp - ?,Wasp ,Recall,4314,F
7,1,8,Division - ?,Division ,Recall,3620,F
7,1,9,Attorney - ?,Attorney ,Recall,2662,F
7,1,10,Fantastic - ?,Fantastic ,Recall,7291,F
7,1,11,Latch - ?,Latch ,Recall,3656,F
7,1,12,Chili - ?,Chili ,Recall,3603,F
7,1,13,Racket - ?,Racket ,Recall,2221,F
7,1,14,Chore - ?,Chore ,Recall,6408,F
7,1,15,Famine - ?,Famine ,Recall,3869,F
7,1,16,Drowsy - ?,Drowsy ,Recall,2031,F
7,1,17,Stench - ?,Stench ,Recall,2178,F
7,1,18,Attire - ?,Attire ,Recall,5848,F
7,1,19,Pilot - ?,Pilot ,Recall,4165,F
7,1,20,Blaze - ?,Blaze ,Recall,2840,F
7,1,21,Bad - ?,Bad ,Recall,2290,B
7,1,22,Stomach - ?,Stomach ,Recall,5052,B
7,1,23,Money - ?,Money ,Recall,4656,B
7,1,24,News - ?,News ,Recall,3987,B
7,1,25,Sting - ?,Sting ,Recall,2018,B
7,1,26,Cold - ?,Cold ,Recall,5918,B
7,1,27,Plant - ?,Plant ,Recall,3086,B
7,1,28,Bird - ?,Bird ,Recall,2840,B
7,1,29,Dog - ?,Dog ,Recall,2319,B
7,1,30,Out - ?,Out ,Recall,6662,B
7,1,31,Clean - ?,Clean ,Recall,5257,B
7,1,32,Water- ?,Water,Recall,3360,B
7,1,33,Rock - ?,Rock ,Recall,1896,B
7,1,34,War - ?,War ,Recall,11830,B
7,1,35,Talk - ?,Talk ,Recall,3837,B
7,1,36,Cow - ?,Cow ,Recall,5595,B
7,1,37,Card - ?,Card ,Recall,2190,B
7,1,38,Flower - ?,Flower ,Recall,6491,B
7,1,39,Fish - ?,Fish ,Recall,4748,B
7,1,40,Hammer - ?,Hammer ,Recall,2926,B
7,1,41,Assignment - ?,Assignment ,Recall,2954,S
7,1,42,Amount - ?,Amount ,Recall,10968,S
7,1,43,Site - ?,Site ,Recall,5438,S
7,1,44,Waste - ?,Waste ,Recall,1940,S
7,1,45,Jury - ?,Jury ,Recall,2532,S
7,1,46,Design - ?,Design ,Recall,7004,S
7,1,47,Bar - ?,Bar ,Recall,4069,S
7,1,48,Liver - ?,Liver ,Recall,3615,S
7,1,49,End - ?,End ,Recall,2264,S
7,1,50,Wind - ?,Wind ,Recall,7432,S
7,1,51,Soda - ?,Soda ,Recall,3089,S
7,1,52,Cheese - ?,Cheese ,Recall,4056,S
7,1,53,Toilet - ?,Toilet ,Recall,1202,S
7,1,54,Decision - ?,Decision ,Recall,5663,S
7,1,55,Foot - ?,Foot ,Recall,4074,S
7,1,56,Future - ?,Future ,Recall,2483,S
7,1,57,Salad - ?,Salad ,Recall,1594,S
7,1,58,Bee - ?,Bee ,Recall,5205,S
7,1,59,Child - ?,Child ,Recall,4043,S
7,1,60,Round - ?,Round ,Recall,2362,S
7,1,61,Clutter - ?,Clutter ,Recall,1897,U
7,1,62,Sacking - ?,Sacking ,Recall,4408,U
7,1,63,Hungry - ?,Hungry ,Recall,3744,U
7,1,64,Woman - ?,Woman ,Recall,2686,U
7,1,65,Belt - ?,Belt ,Recall,1827,U
7,1,66,Floor - ?,Floor ,Recall,5533,U
7,1,67,Business - ?,Business ,Recall,3447,U
7,1,68,Sight - ?,Sight ,Recall,2051,U
7,1,69,Bronze - ?,Bronze ,Recall,1985,U
7,1,70,Hand - ?,Hand ,Recall,6228,U
7,1,71,Position - ?,Position ,Recall,3128,U
7,1,72,Car - ?,Car ,Recall,1942,U
7,1,73,Tuck - ?,Tuck ,Recall,7060,U
7,1,74,Lion - ?,Lion ,Recall,6982,U
7,1,75,Accident - ?,Accident ,Recall,2974,U
7,1,76,Riddle - ?,Riddle ,Recall,4440,U
7,1,77,Add - ?,Add ,Recall,1863,U
7,1,78,Would - ?,Would ,Recall,5793,U
7,1,79,Sick - ?,Sick ,Recall,3688,U
7,1,80,Vase - ?,Vase ,Recall,2330,U
7,2,1,Flip - ?,Flip ,Recall,5596,F
7,2,2,Windshield - ?,Windshield ,Recall,3884,F
7,2,3,Villian - ?,Villian ,Recall,10009,F
7,2,4,Penguin - ?,Penguin ,Recall,3645,F
7,2,5,Actress - ?,Actress ,Recall,4036,F
7,2,6,Thimble - ?,Thimble ,Recall,2905,F
7,2,7,Revenge - ?,Revenge ,Recall,10919,F
7,2,8,Balloon - ?,Balloon ,Recall,5319,F
7,2,9,Strawberry - ?,Strawberry ,Recall,4253,F
7,2,10,Favorite - ?,Favorite ,Recall,2481,F
7,2,11,Panther - ?,Panther ,Recall,6244,F
7,2,12,Breakable - ?,Breakable ,Recall,6571,F
7,2,13,Coffin - ?,Coffin ,Recall,3770,F
7,2,14,Aircraft - ?,Aircraft ,Recall,2617,F
7,2,15,Sardine - ?,Sardine ,Recall,10191,F
7,2,16,League - ?,League ,Recall,3110,F
7,2,17,Banker - ?,Banker ,Recall,3317,F
7,2,18,Truthful - ?,Truthful ,Recall,2642,F
7,2,19,Nap - ?,Nap ,Recall,10667,F
7,2,20,Brawl - ?,Brawl ,Recall,4975,F
7,2,21,Long - ?,Long ,Recall,3234,B
7,2,22,Game - ?,Game ,Recall,3066,B
7,2,23,Tie - ?,Tie ,Recall,11826,B
7,2,24,Mystery - ?,Mystery ,Recall,6040,B
7,2,25,End - ?,End ,Recall,3012,B
7,2,26,Dog - ?,Dog ,Recall,1895,B
7,2,27,Trash - ?,Trash ,Recall,13145,B
7,2,28,Red - ?,Red ,Recall,3899,B
7,2,29,Head - ?,Head ,Recall,3637,B
7,2,30,Car - ?,Car ,Recall,3186,B
7,2,31,Cut - ?,Cut ,Recall,14977,B
7,2,32,Donkey - ?,Donkey ,Recall,4777,B
7,2,33,Paper - ?,Paper ,Recall,4129,B
7,2,34,Smell - ?,Smell ,Recall,2662,B
7,2,35,Eat - ?,Eat ,Recall,7872,B
7,2,36,Scissors - ?,Scissors ,Recall,9356,B
7,2,37,Fight - ?,Fight ,Recall,3473,B
7,2,38,Plant - ?,Plant ,Recall,3327,B
7,2,39,Cold - ?,Cold ,Recall,13111,B
7,2,40,Love - ?,Love ,Recall,4221,B
7,2,41,Shave - ?,Shave ,Recall,5661,S
7,2,42,Equal - ?,Equal ,Recall,3641,S
7,2,43,Jar - ?,Jar ,Recall,11292,S
7,2,44,Wax - ?,Wax ,Recall,3736,S
7,2,45,Bracelet - ?,Bracelet ,Recall,3937,S
7,2,46,Carbon - ?,Carbon ,Recall,2556,S
7,2,47,Away - ?,Away ,Recall,12246,S
7,2,48,Drink - ?,Drink ,Recall,5601,S
7,2,49,Ground - ?,Ground ,Recall,3599,S
7,2,50,Lonely - ?,Lonely ,Recall,2267,S
7,2,51,Seatbelt - ?,Seatbelt ,Recall,10116,S
7,2,52,Lie - ?,Lie ,Recall,6305,S
7,2,53,Communication - ?,Communication ,Recall,2516,S
7,2,54,Reel - ?,Reel ,Recall,2673,S
7,2,55,Tick - ?,Tick ,Recall,46594,S
7,2,56,Noise - ?,Noise ,Recall,3587,S
7,2,57,Have - ?,Have ,Recall,2543,S
7,2,58,Temper - ?,Temper ,Recall,2582,S
7,2,59,Tan - ?,Tan ,Recall,8346,S
7,2,60,Maroon - ?,Maroon ,Recall,4451,S
7,2,61,Cloth - ?,Cloth ,Recall,2757,U
7,2,62,Election - ?,Election ,Recall,2456,U
7,2,63,Charm - ?,Charm ,Recall,9375,U
7,2,64,Obtain - ?,Obtain ,Recall,3831,U
7,2,65,Able - ?,Able ,Recall,3026,U
7,2,66,Shake - ?,Shake ,Recall,2286,U
7,2,67,Fiction - ?,Fiction ,Recall,8141,U
7,2,68,Joke - ?,Joke ,Recall,2864,U
7,2,69,Hate - ?,Hate ,Recall,3368,U
7,2,71,Clear - ?,Clear ,Recall,6497,U
7,2,72,Wet - ?,Wet ,Recall,2862,U
7,2,73,Bang - ?,Bang ,Recall,2508,U
7,2,73,Steak - ?,Steak ,Recall,2524,U
7,2,74,Clothes - ?,Clothes ,Recall,2100,U
7,2,75,Toil - ?,Toil ,Recall,5262,U
7,2,76,Sign - ?,Sign ,Recall,7163,U
7,2,77,Ounce - ?,Ounce ,Recall,3156,U
7,2,78,Morning - ?,Morning ,Recall,2432,U
7,2,79,Children - ?,Children ,Recall,9975,U
7,2,80,Main - ?,Main ,Recall,3270,U
8,1,1,Flip - Turn,Flip ,JOL,2680,F
8,1,2,Windshield - Car,Windshield ,JOL,10382,F
8,1,3,Villain - Bad,Villain ,JOL,6056,F
8,1,4,Penguin - Bird,Penguin ,JOL,2221,F
8,1,5,Actress - Star,Actress ,JOL,2618,F
8,1,6,Thimble - Thread,Thimble ,JOL,6802,F
8,1,7,Revenge - Even,Revenge ,JOL,4599,F
8,1,8,Balloon - Pop,Balloon ,JOL,3631,F
8,1,9,Strawberry - Fruit,Strawberry ,JOL,2760,F
8,1,10,Favorite - Best,Favorite ,JOL,7639,F
8,1,11,Panther - Cat,Panther ,JOL,3708,F
8,1,12,Breakable - Glass,Breakable ,JOL,3624,F
8,1,13,Coffin - Dead,Coffin ,JOL,2395,F
8,1,14,Aircraft - Plane,Aircraft ,JOL,6499,F
8,1,15,Sardine - Fish,Sardine ,JOL,3910,F
8,1,16,League - Baseball,League ,JOL,2058,F
8,1,17,Banker - Money,Banker ,JOL,2199,F
8,1,18,Truthful - Honest,Truthful ,JOL,6069,F
8,1,19,Nap - Sleep,Nap ,JOL,4196,F
8,1,20,Brawl - Fight,Brawl ,JOL,2878,F
8,1,21,Long - Extension,Long ,JOL,2341,B
8,1,22,Game - Clue,Game ,JOL,5201,B
8,1,23,Tie - Shoelace,Tie ,JOL,4722,B
8,1,24,Myster - Detective,Myster ,JOL,3998,B
8,1,25,End - Adjourn,End ,JOL,2059,B
8,1,26,Dog - Furry,Dog ,JOL,6185,B
8,1,27,Trash - Litter,Trash ,JOL,3382,B
8,1,28,Red - Cherry,Red ,JOL,2862,B
8,1,29,Head - Scalp,Head ,JOL,2348,B
8,1,30,Car - Driver,Car ,JOL,7190,B
8,1,31,Cut - Chop,Cut ,JOL,5296,B
8,1,32,Donkey - Mule,Donkey ,JOL,3369,B
8,1,33,Paper - Document,Paper ,JOL,1898,B
8,1,34,Smell - Incense,Smell ,JOL,12328,B
8,1,35,Eat - Dine,Eat ,JOL,3838,B
8,1,36,Scissors - Shears,Scissors ,JOL,5703,B
8,1,37,Fight - Feud,Fight ,JOL,2251,B
8,1,38,Plant - Cactus,Plant ,JOL,6753,B
8,1,39,Cold - Chill,Cold ,JOL,4842,B
8,1,40,Love - Affection,Love ,JOL,3034,B
8,1,41,Shave - Razor,Shave ,JOL,3076,S
8,1,42,Equal - Rights,Equal ,JOL,11523,S
8,1,43,Jar - Mason,Jar ,JOL,5484,S
8,1,44,Wax - Candle,Wax ,JOL,2018,S
8,1,45,Bracelet - Wrist,Bracelet ,JOL,2547,S
8,1,46,Carbon - Element,Carbon ,JOL,7172,S
8,1,47,Away - Gone,Away ,JOL,4120,S
8,1,48,Drink - Water,Drink ,JOL,3671,S
8,1,49,Ground - Earth,Ground ,JOL,2328,S
8,1,50,Lonely - Alone,Lonely ,JOL,7520,S
8,1,51,Seatbelt - Safety,Seatbelt ,JOL,3155,S
8,1,52,Lie - Truth,Lie ,JOL,4103,S
8,1,53,Communication - Phone,Communication ,JOL,1251,S
8,1,54,Reel - Rod,Reel ,JOL,5735,S
8,1,55,Tick - Flea,Tick ,JOL,4183,S
8,1,56,Noise - Loud,Noise ,JOL,2530,S
8,1,57,Have - Own,Have ,JOL,1640,S
8,1,58,Temper - Tantrum,Temper ,JOL,5328,S
8,1,59,Tan - Sun,Tan ,JOL,4133,S
8,1,60,Maroon - Justice,Maroon ,JOL,2487,S
8,1,61,Cloth - Stretch,Cloth ,JOL,1964,U
8,1,62,Election - Maze,Election ,JOL,4500,U
8,1,63,Charm - Vehicle,Charm ,JOL,3785,U
8,1,64,Obtain - Meat,Obtain ,JOL,2729,U
8,1,65,Able - Crackle,Able ,JOL,1843,U
8,1,66,Shake - Shell,Shake ,JOL,5655,U
8,1,67,Fiction - Listen,Fiction ,JOL,3516,U
8,1,68,Joke - Keys,Joke ,JOL,2074,U
